content,score,at
bikin malas masa Login pas minta kodenya delay nya lama bangettt.. gajelas,1,2024-04-05 14:19:57
"Maxim sekarang driver nya sok kaya ya, ada yang mesan gak mau ngambil giliran dapat pesanan, tarif brapa ngomong nya berapa di enak in kok ngelunjak",1,2024-04-05 13:22:07
mantap pelayanan nya,2,2024-04-05 13:20:09
"Ongkir naik""teruss dan lama menemukan jemputan",1,2024-04-05 13:16:54
Knp ya kok susah bgt kalo mau pesan yg mobil. Gak nyantol nyantol. Sekali nyantol sama driver nya dibatalin. 😤,1,2024-04-05 12:57:54
"Lama bnget bagus gojek lgi..udh nunggu stengah jam GK dapet"" jga",1,2024-04-05 12:23:38
sangat sangat mengecewakan udah pakek saldo 20 k diblokir sistem,1,2024-04-05 11:43:21
"Aplikasi ojek online yang supirnya rata-rata pada culas, estimasi tiba 4 menit, tapi kenyataan 20-30 menit. Maaf ya bintang 1 dulu.",1,2024-04-05 09:29:58
Untuk login kenapa susah bet dah??,2,2024-04-05 09:10:56
maxim gmna sih penjemputan jauh terus akhir ini kecewa,1,2024-04-05 08:50:46
"tolong doong, kalau topUp saldo kaspro langsung otomatis. kagak perlu nunggu 1 hari. tapi ini kenapa di isi 15rb masuknya cuma 10rb. Rugi doong.",2,2024-04-05 08:02:42
aplikasi gila masak harga tarif nya beda jauh dari aplikasi lain. ini 3xlipat lebih mahal. gak masuk akal tarif minimum ojek sepeda motor masak 22.000,1,2024-04-05 07:13:36
Cara pendaftaran driver nya ribet Bolak balik terus,1,2024-04-05 03:05:16
"Engga engga lagi deh pake maxim... padahal tadinya kemana mana pke ini... nemu driver yang ngaco alamat dimana ngejemput di mana, terus kita yg harus nyamperin dia, giliran di komplen malah nyerang..... baaaad padahal driver sebelum sebelumnya ramah dam sesai titik jemput tp gara gara itu kd males pke maxim lagi",1,2024-04-05 01:30:51
"Hari ini kirim paket Hampers pake maxim dr penjemputan aeon tj barat ke pasar rebo.. sampe barang itu diambil masih chat via aplikasi sama drivernya trs sdh saya kasih detail alamat penerima, dia juga respon. Sampe malem barang g sampe trs di aplikasi juga tidak ada hiatory pemesanan. Saya sempat share pemesanan tp di klik g di temukan.. aneh si maxim ini. Coba di tlp ke call center tdk bisa di chat via dukungan g di jawab2. JANGAN PERNAH PAKAI MAXIM LAGI DEH GAES... GA JELASSSSS",1,2024-04-04 22:03:16
aplikasi yang sangat menjengkelkan. pengemudi tidak ada yang mau datang. payah👎👎 mending apk lain,1,2024-04-04 21:26:31
"bintang 1, soal ny gabisa d daftarin",1,2024-04-04 19:55:40
Sangat buruk harga mahal tidak sesuai harapan sistem nya juga sangat tidak baik untuk melakukan transaksi tidak bisa dibatalkan,1,2024-04-04 18:28:08
"Lama banget cari drivernya Padahal ada yang terdekat, tapi statusnya mencari pelaksana terus",1,2024-04-04 18:23:42
Di kota Kendari pengemudi Maxim klakson dan nyelip ugal ugalan,1,2024-04-04 18:11:06
Aktivasi ribet,1,2024-04-04 18:06:17
Parah saya ga bisa login,1,2024-04-04 18:05:08
"Mau login udah puluhan kali nggak bisa-bisa, memang sih si hijau lebih oke",1,2024-04-04 18:02:41
Tidak berguna,1,2024-04-04 17:55:02
"Pesan kode sudah diminta berkali-kali tetap tidak terkirim, malah dapat notis jumlah permintaan terlampaui",1,2024-04-04 17:46:36
Aneh apk nya,1,2024-04-04 17:27:54
Jelek banget sih pelayanannya pesan ojeg blm sampai dititik penjemputan tapi pihak driver udh mengaktifkan driver udh smpai alhasil wkt tunggu berjalan dan akhirnya kena biaya mahal sering banget kayagitu beda banget sm pelayanan grab/gojeg dan klo mau komplen tdk ada kolom keluhannya PARAH JELEK BANGET,1,2024-04-04 16:16:05
Susah mencari ttik tujuan tidak seperti aplikasi yg lain,2,2024-04-04 16:02:22
Aplikasinya gak bermutu salah salah sampe harus bayar 2x buat ke tujuan bener bener nyesel pake aplikasi ini fiturnya kurang susah digunain,1,2024-04-04 15:58:42
"Kenapa hampir semua driver ga nerima kaspro?? Saya rugi sudah isi kaspro, tetapi ga bisa terpakai karena pada minta tunai. Tolong dong biar kaspro bisa dipakai dengan mudah sehingga driver mau nerimanyaa. Beneran kecewa dan ga mau pakai Maxim lagi karna driver-nya benar-benar ga sopan sampai kekeuh nuduh saya penipu.",1,2024-04-04 15:21:01
"error terus, jelek",1,2024-04-04 14:52:13
Orderan food 80% sering gk bsa di CANCEL maps juga gk pas msh banyak kekurangan ny nih MAXIM,1,2024-04-04 14:36:26
"Saya kecewa sekarang bayak driver maxim kalau 2 tujuan pasti mntanya 2x lipat,padahal sudah tertera di aplikasi..tolong dong drivernya dikasih tau jahan kayak gitu..",1,2024-04-04 14:35:45
jelek,2,2024-04-04 14:33:11
Dua kali bermasalah sma drivernya yg pertama driver kata2in blng jmpt sudah sesuai titik pdhl jelas2 salah saya ada bukti ss nya trs blng saya slalu bayar kurang karna dia udh jmpt saya 4 kali tpi gk tau posisi saya yg kedua driver gk mau jmpt msk k dlm gg minta di dpn gg karna gg nya kecil pdhl msh jauh dri titik klo gk bisa nerima orderan karna jlnnya mending gk ush di terima aja yaa saya ksh bintang dua karna pelayanan dri driver sangat penting semoga ini bisa di tindak lanjuti yaa,2,2024-04-04 14:26:44
"ga bisa login nmor udah benar , oakai nomor lain juga ga bisa anehh si maxim",1,2024-04-04 13:01:11
Kecewa jir awal nya bagus Pas kena ojol nya GK sopan jd muak pesen ini lagi mana napigatot nya map nya suka salah lama bgt untuk cari lokasi Tolong donk deliver ojol nya untuk bisa di kritik ini MH GK bisa pokonya kurang memuaskan,2,2024-04-04 11:55:26
mab saya berdiri selalu berbeda... harus menunggu driver terlalu lama,1,2024-04-04 11:11:03
MINIMAL UPDATE MAP NYA!!!!! NYUSAHIN DOANG HARUS NYARI NYARI LOKASI YG GA TERSEDIA !!!,1,2024-04-04 08:50:20
"aplikasi tiba tiba keluar sendiri, minta login ulang tapi tidak ada kode Verifikasi yang masuk, kalau mau banyak pelanggan di perbaiki lagi aplikasinya bikin kecewa",1,2024-04-04 07:57:56
minta kode otp aja susah,1,2024-04-04 07:16:23
Mohon diperbaiki ketika di cancel tapi tidak ada di opsi biar ga ngerugiin pengemudi,1,2024-04-04 06:50:08
tidak mau ambil orderan,1,2024-04-04 06:49:26
"APLIKASI NGGK JELAS,..SALDO DI AKUN DI GUNAKAN UNTUK APA.SAYA BAYAR PAKAI SALDO KENAPA MASIH DI TAGIH PENGEMUDI.TERUS JANJI SI SALES KATANYA AKUN BISA DI PAKAI UNTUK PERJALANAN APA.SAYA MINTA GANTI RUGI.SAYA DI TIPU...",1,2024-04-04 04:38:03
Aplikasi ojek online yang sangat ribet bagi pengguna👎🏻,1,2024-04-03 23:42:39
Petanya buruk sekali sangat sangat buruk,2,2024-04-03 23:34:40
Pengemudinya buruk,1,2024-04-03 23:27:27
Ribet karna Harus input manual alamat tujuan,1,2024-04-03 23:24:08
maaf bintang 2 karna saya tidak bisa gunakan akun saya.,2,2024-04-03 22:28:08
"Kenapa ini Maxim tidak bisa kirim kode otp ya, sama juga dengan teman-teman saya tidak bisa kirim kode otp, apk sangat buruk, mohon di perbaiki",1,2024-04-03 22:16:18
"Apk nya sih bagus,,cuman makin kesini kok makin aneh,sekarang cari pelaksananya lamah bangat gak kayak dulu..Sama loadingnya juga lama,,perasaan paket masih banyak..tolong ya diperbaiki lagi",1,2024-04-03 20:35:26
"Payah nih DRIVER MAXIM wilayah pare-pare untuk deliverynya drivernya banyak yg ga mau ambil orderan,mungkin karena ongkosnya murah ya,padahal udh pakai percepat masih ga ada yg ambil jg",1,2024-04-03 20:13:01
"kenapa maxim susah bgt buat pick up orderan makanan, kalo emang ga bisa apus aja fiturnya",1,2024-04-03 19:11:48
"Apalah ini gangguan aplikasinya, padahal internet lancar. Bego sumpah aplikasinya ngapa gk keluar kode otp udah uninstall, instal juga",1,2024-04-03 18:46:54
"Aplikasi transpotasi terburuk, driver sering cancel orderan, driver ngomel-ngomel minta uang tambahan, driver gak ramah.",1,2024-04-03 18:45:21
"Aplikasi sampah masa mau cancel gabisa, chat driver gabisa, telpon driver gabisa gausah download najis",1,2024-04-03 18:44:51
"Dulu aplikasinya ok bgt, skrg ga bisa cancel orderan. Orderan masuk pun ga jelas notifikasinya. Dan ga bisa chat driver juga",1,2024-04-03 18:43:08
Saya log in gak bisa masuk suruh coba periksa lgi nomor yg anda pakai pdhal no yg sya pakai buat Maxim cmn 1 aj no na.,2,2024-04-03 18:42:55
"Perbaikan lagi dev, Karena aplikasi nya fc padahal lagi mencari driver, error tiba tiba pas mau di cancel .. Tau taunya dapet driver aplikasinya error katanya menghubungkan jaringan terus, makan sumpah serapah aja dari driver buat nunggu di kira orderan fiktif. Perbaiki segera masalah koneksi dann lokasi. Zonk!",1,2024-04-03 18:42:47
"Udah ngisi maxim wallet 50rb ,, tapi saldonya ga masuk aneh banget. Rugi anjir ,, masa iya pertama kali pake pertama kali ngisi saldonya ilang",2,2024-04-03 18:37:36
"Cara pesan makanannya ribet, kadang ga dpt"" drivernyaa",2,2024-04-03 18:34:04
Tiap buka ada notifikasi tidak ada internet padahal internet selalu aktif,1,2024-04-03 18:33:15
Udah di titikin yg bnr di tukang syur GG keamilan 2 eh malah dia di mushola Al-Mubarok aneh Min Keluarin aja tuh Orang yg namanya R Ahmad Suhanda. Pokoknya bapak2 mau aki2 tua,1,2024-04-03 18:18:53
Masih dalam tahap pengembangan ?,2,2024-04-03 17:01:53
"Uang saya nyangkut di kaspro, tiap order pakai wallet nya pada ga mau trima😪",1,2024-04-03 16:58:55
Tolong untuk di perhatikan lagi ya untuk waktu penjemputan mesen jam berapa dateng jam berapa terlalu lama datang nya dan bawa motor nya terlalu ugal ugalan bikin si customer nya ini terganggu tolong di perbaiki dan kalo bisa di saat nganter si customer gak usah di bawa muter muter jalan nya kek sengaja betul di bawa muter muter bikin orang telat masuk kerja aja....,1,2024-04-03 16:43:20
Loading nya lama cari alamat,1,2024-04-03 16:33:46
"Hujan² ga ada yg mau nerima pesanan,, padahal saya pesan makanan buat berbuka,, alhasil cma buka pake air putih doang🥲",1,2024-04-03 15:39:51
Apk apa ini,1,2024-04-03 15:29:49
Sangat kecewa sama maxim lama banget ordernya mencari pelaksana terdekatpun lama sekali dapat jauh jauh semua ojeknya.,1,2024-04-03 15:27:29
Saya pesan makanan tidak di order dari jam 10 sampe jam 4,1,2024-04-03 14:54:41
driver pda lelet jemputnya,1,2024-04-03 14:44:46
"Perbaiki lagi masalah map nya,, masak harus tiap hari ngrefresh terus terusan..",1,2024-04-03 14:42:55
"orderan ga di peduliin , ga enak bngt",1,2024-04-03 14:29:44
"titik penjemputan tidak bisa disesuaikan, dengan apa yang di mau. harus memilih tempat yang sudah tercantum (/terdaftar) diarea sekitar baru bisa milih titik penjemputan.",1,2024-04-03 14:29:18
Burukkkk.. Susah banget aplikasi nya.. Ribet.. Mau ngebatal'in pesanan gak bisa.. Pdhal udh cari driver hampir 30 menit..,2,2024-04-03 13:14:10
"Maaf saya kasih bintang satu karena semua drivernya suka memilih orderan yang lebih tinggi ongkirnya di bandingkan dengan yang murah,,tolong di tindak driver yang sering memilih orderan",1,2024-04-03 12:32:17
Percuma aku isi saldo aku di maxim wallet ujung ujungnya gak bisa dipakek beda sama gojek biss bayar non tunai.,1,2024-04-03 12:05:45
Bangsat,1,2024-04-03 11:42:32
"APLIKASI TERBURUK, TIDAK JELAS SISTEMNYA. SANGAT BURUK.",1,2024-04-03 11:31:56
harganya sudah mulai mahal tidak seperti awal-awal,1,2024-04-03 11:27:52
"Drivernya pernah turunin kami dijalan padahal ada anak bayi sekitar jam 10 malam, dikarenakan macet dijalan,nama drivernya Sunedi dari arah gunung putri Bogor ke Bekasi, seragamnya go car,plat mobilnya awalan E nomer nya udh lupa Krn sdh bbrp bulan, himbauan aja utk Maxim car, terima kasih..",2,2024-04-03 09:00:45
Mapsnya masih gabagus,2,2024-04-03 08:41:21
"Semalem dapet driver ojek yg songong minta ampun, ga punya adab dan etika sampe dia maki2 dan fitnah saya makan dan belanja pake duit haram. Ckup ampe sini ajaa pake maxim, dn untuk driver nya a.n yudi iryansyah semoga hidup lo kek gtu2 aja smpe 7 turunan🤲🏻",1,2024-04-03 08:00:57
Google job,2,2024-04-03 07:10:20
tolong maps nya di perbaiki lagi ya dan di perluwas lagi,2,2024-04-03 03:55:40
Tolong lah ada fitur foto di chat biar mudah komunikasi SM drivernya,2,2024-04-02 23:19:22
Login ke akun susah banget nunggu otpny engk muncul muncul,1,2024-04-02 23:17:34
Akurasi map nya parah ... Tujuan kemana rekomen nya kmna .. tolol bet dah ..,1,2024-04-02 22:41:23
"Rata rata driver bad attitude, maps tidak pernah akurat, sangat amat bad pelayanan!",1,2024-04-02 21:35:00
"Saya pertama kali order Pijat di apk,ini tadi sore hari,ini pertama dan terakhir nya,untuk therapis nya kok gk di training atau gmana yakk?saya order 1.5 jam satu jam udah selessai ,kedua nya telapak kaki tangan kaki gk di Pijat,pemijatan cuma di elus elus saja ! Sudah di kasih tunggu waktu lama ,eh hsil sangat kecewa ,malah badan membekas dari kuku terapis Yg bukan Pijat tapi elus doang ,,tau kaya gini manding datang ke tempat spa sekalian. .tadi nya saya kira enak ada apk Yg bisa homservise",1,2024-04-02 20:08:06
apk ga guna lama nungguin driver sejam bintang nol,1,2024-04-02 19:17:57
Pelayanan buruk blok maenya ayna Aya driver ngantepkeun customer na huhujanan,1,2024-04-02 18:37:56
Aplikasi gak jlas titik dan jemput nya nyari alamat susah dr pihak gojek maksim nya suruh ubah lama malah jadi nembak,2,2024-04-02 18:32:55
"kenapa ya susah sekali kalo sy mau ngisi alamat penjemputan dan tujuan,beda sama aplikasi sebelah yg otomatis tau keberadaan kita dimana jadi tinggal ketik tujuan kita.mohon penjelasan atau perbaikan agar ke depan bisa lebih baik dan nyaman dipakainya",1,2024-04-02 17:16:54
"Top up walet kaspro ga bisa ontime, ga bis langsung masuk payah, uda duit menipis tp ga bisa dipake, mending hapus aja daripada nyusahin",2,2024-04-02 16:06:43
"Hati hati sama maxim, gua order delivery pembayaran cash paket dan uang gua di bawa kabur sama drivernya, payah nih bad lah aplikasinya",1,2024-04-02 15:19:34
"petanya kacau, cari alamat susah.. ongkos 9100, kok saldo walletnya kepotong 12000..???",1,2024-04-02 15:10:49
Mohon perbaiki lagi lokasi ny kurang lengkap🙏,1,2024-04-02 12:56:54
"aplikasi ga jelas tiap di pake minta verifikasi tapi verifikasi lewat sms ga dikirim2 lewat telp langsung dimatiin ,gitu2 aja terus sampai semua nomor saya mencapai batas verifikasi padahal lagi buru2 saya",1,2024-04-02 12:31:35
lemot banget mau login doang,2,2024-04-02 12:22:17
"MAXIM TOLOL NGISI SALDO KAPAN MASUKNYA KAPAN, MANA GABISA GANTI METODE PEMBAYARAN RUGI 2X LIPAT TERAKHIR KALINYA MAKE NI APP TOLOL",1,2024-04-02 10:50:37
"Pengiriman kode diulang terus padahal nomor yg dicantumin udah bener, harus diulang berkali-kali tetep gak ada kode yg dikirim sama Maxim nya",2,2024-04-02 09:09:18
driver nya baik sabar dan ramah,2,2024-04-02 07:51:50
Sangat terganggu,1,2024-04-02 05:52:17
Masih belum akurat alamat tujuannya,2,2024-04-02 01:18:45
"Gak ada perubahan utk sistem apknya, masih byk kekurangan, tp tdk ada follow up dari admin, siap siap Apk ini akan tutup",1,2024-04-01 23:05:52
"Pelayanannya buruk banget sumpah,drivernya ada yang kasar sampe nyumpahin saya kena musibah ga abis abis gila si",1,2024-04-01 21:55:27
supir tidak profesional membatalkan saat sudah ditunggu 10 mnt,1,2024-04-01 21:04:20
"Fitur masih ada kurangnya ketika kita mengoder transportasi untuk alamat nya harus sesuai dgn yg d peta sedangkan titik penjemputan dan tujuannya penumpang kadang tidak terbaca di peta ,,,lebih parah nya lgi untuk penumpang tdk ad fitur chatnya untuk order transportasi, terkecuali dari si pengendara Maxim... Akhirnya kdng lokasi penjemputan tdk sesuai, penumpang ingin memberitahu lokasi yang tepatnya tdk bisa krna tdk ad fitur chat nya penumpang... Dan akhirnya sering terjadi mis komunikasi",2,2024-04-01 20:00:29
Map nya bikin emosi,1,2024-04-01 19:52:16
maxim sekarang paling jelek. paling ribet . mau pesan buru² pun susah.,1,2024-04-01 18:43:34
Adain nontunai lah,1,2024-04-01 17:23:07
"kenapa sih tiap order selalu dapat driver yang lokasi nya jauh banget dr titik penjemputan, padahal disekitaran banyak driver nya.",2,2024-04-01 16:36:56
APLIKASI JELEK! MESEN MAXIM MALAH DIBAWA KABUR SMPE KE KUBURAN SAMA DRIVER PADAHAL LOKASI PENURUNAN MASIH JAUH. COBA TOLONG PIHAK MAXIM CEK KESEHATAN DRIVER KETIKA MELAMAR KERJA DAN TOLONG ADAKAN CEK NARKOBA! KARNA DRIVER YANG KEMARIN DI PESAN KURANG WARAS & BERWAJAH BELER SEPERTI ORANG NARKOBA,1,2024-04-01 15:34:59
"Yang bener aja, masa ojolnya di lokasi tujuan wkwkwk bukan di lokasi penjemputan.",1,2024-04-01 14:46:51
"Pengemudi meminta bayaran lebih, dan maksa☠️",1,2024-04-01 14:17:47
Gembel banget lokasi tujuan gk ke detect paragh,1,2024-04-01 14:09:56
"saya beberapa kali menggunakan maxim dan kemudian ada pop up terkait sinkronisasi antara maxim wallet(kaspro) dengam akun pengguna. Ketika satu hari saya menggunakan maxim wallet untuk pembayaran, kemudian dari drivernya tidak menerima pembayaran maxim wallet karena potongan yg mereka bayarkan besar. Kalau demikian, buat apa ada maxim wallet kalo menyusahkan kami penumpang yg tidak bawa tunai? Kenapa tidak dipermudah saja penggunaan maxim wallet untuk driver??",1,2024-04-01 12:37:42
Tidak bisa login akun saya dr pagi sampai sekarang tlong perbaiki. Kenapa akun saya tidak bisa login. Kenapa jadi kebiasan sih mau pesan maxim selalu saja eror Tolong bantu cek mau pesan maxim sekarang 1.4.2024 Baru saja di update ko langsung eror gimana sih Perbaiki dong sekarang Mau pesan maxim sekarang Lama sekali sih erornya Lama sekali sih erornya Sdh setengah jam ⏰ada niat kaga sih maxim Mau pesan sekarang,1,2024-04-01 10:13:17
"Aplikator busuk, tempel iklan percis d fasat rumah 2pcs. Rumah br selesai cat rusak lg gr2 kalian",1,2024-04-01 10:10:13
Susah amat ya dpt kode otorisasi login,1,2024-04-01 08:56:21
"tolong sistem non tunai nya di ubah, saya udah top up tapi tdk masuk dana nya",1,2024-04-01 08:51:34
"Susah buat daftar, susah buat mesen",1,2024-04-01 08:49:22
pengemudi ga mau sampe titik tujuan pas macet,1,2024-04-01 08:22:40
Cepat dana akurat,1,2024-04-01 08:11:40
"Terdapat kesalahan,pada saat saya ingin memulai pesanan,map GPS milik maxim tiba tiba ngebug (tidak memunculkan peta/map) yang membuat saya kesulitan saat memesan orderan Mohon di perbaiki/dibantu🙏",1,2024-04-01 08:01:37
"Lokasi maps nya banyak yg ngg ada, dan ketika melakukan pembatalan aplikasi tdk merspon sehingga tetap order di aplikasi jadi menghabiskan waktu saja.",2,2024-04-01 07:40:52
Sangat baik,2,2024-04-01 05:58:39
Aplikasi tolol pengemudi nya juga tolol2,1,2024-04-01 02:15:19
ADA KODE PROMO ASIK TULIS. AJAH,2,2024-04-01 01:34:01
Aplikasi taikkkkk jelek driver gak sopan marah marah huh bikin laporan kagak bisa coba duo ijo kek gitu di PM akunnya ni maxim taikk,1,2024-03-31 21:12:44
Aplikasi jelek Uda berapakali psn dibatalkan SM drivernya,1,2024-03-31 20:16:36
Byk driver ga kompeten,1,2024-03-31 19:36:19
"Maxim ewlalet tidak berguna, semua driver tidak menerima, hanya menerima Cash.",1,2024-03-31 19:00:45
"Map yang sangat menyusahkan pengguna, tidak akurat",1,2024-03-31 17:35:45
Barang saya yang tertinggal di motor pengemudi tidak di kembalikan sampai sekarang pengemudi malah tidak bisa di hubungi. Nama pengemudinya fajar Motorcycle biru tua nopol B3009EGY bogor. Sangat di sayangkan sekali,1,2024-03-31 15:44:31
Sementara 1 dulu kalau bagus layanannya tak kasih 5bintang,1,2024-03-31 14:57:33
Lambat cari orderan pun susah,1,2024-03-31 14:47:56
Lelet kali apk nya udh di update. Padahal bukan hp kentang,2,2024-03-31 14:26:26
"apaan,, gw mau login kaga ada kode masuk samsek, pdhl nomor gw udh bner",1,2024-03-31 14:16:20
maps ga akurat,1,2024-03-31 13:50:35
Supirnya kurang ramah,1,2024-03-31 13:48:00
"Woylah lagi order akun keluar sendiri, ngga bisa masuk lagii. Udah hampir stengah jam kasian drivernya. Dkira orderan fiktiv pastii",1,2024-03-31 11:56:13
Lambat banget bikin darting 😇,1,2024-03-31 11:51:53
"Susah banget buat ngemap, gajelas",1,2024-03-31 11:33:54
"Susah nyari driver, padahal saya di kota MEDAN",1,2024-03-31 10:58:58
PRNGEMUDI GA ADA YANG BENER. DI CHAT DAN DI TELFON SEMUA GA ADA YANG RESPON. BURUKKKKK,1,2024-03-31 10:05:10
the best,1,2024-03-31 08:05:01
Saya memesan makanan tapi tdk ada yang mau orderan sya knp ya?,2,2024-03-31 05:40:46
"Tarif murah jadi malas, lebih bagus aplikasi GO-JEK",1,2024-03-31 01:05:29
alamat penjemput nya eroorr tolong diperbaikin lagi dan biar lebih cepat jemputnya 🙏 terimakasih,2,2024-03-31 00:33:33
Driver tda ramah,1,2024-03-30 21:47:54
Kurang efektif,1,2024-03-30 21:06:53
"tolong di tambah fitur untuk pelaporan driver , karena sya sudah lebih dari 3 x dapat driver yang nyari untung sendri. Sudah dbayar untuk pengiriman barang, malah minta bayaran lagi ketika sudah anterin barang. Dan ada juga yang sudah dibayar tapi sampai sekarang barangnya ga sampai tempat. Utk developer , tambahakan fitur agar costumer bisa minta support apabila ada keluhan.",1,2024-03-30 20:38:15
"Aplikasinya ga terlalu berguna, karena gada satupun driver di tempat saya",1,2024-03-30 20:19:52
Min kenapa saya tidak bisa daftar di aplikasi Maxim tidak ada kode otp saya mau pergi jadi gk jadi,1,2024-03-30 20:00:35
"Saya sebagai Mitra maxim, saya merasa kecewa karena sistem anda yang payah..",1,2024-03-30 19:08:13
"akurasi map tidak sesuai, map tidak lengkap, apk jelek, gak mau berkembang, bubar aja",1,2024-03-30 18:25:23
"driver nya baik bangettttt,,makasih banyak,anakku diantar smp ketempat tujuan",1,2024-03-30 18:04:04
tidak ramah,1,2024-03-30 17:50:39
Wa,1,2024-03-30 16:59:15
"Kok aplikasi ini tdk bisa log in ya, sll minta kode tp tdk masuk masuk di no yg terdaftar. Aneh 👎👎👎",1,2024-03-30 15:23:32
"Bingung mau pesan makanan, nama nama tokonya nga ada berikut tampilan menu makanan nga ada, seperti toko sebelah yang saya harapkan",1,2024-03-30 14:49:08
haru nya aplikasi nya di updeat kya grab ada fitur serlock dan poto ke driver biar mempermudah penjemputan,2,2024-03-30 14:42:47
"Lama loadingnya, nentuin lokasi juga rada susah",1,2024-03-30 14:35:58
"Kode OTP GK ada masuk² sudah lama saya tunggu, sampai muncul pemberitahuan kode OTP yang di minta kelebihan batas, padahal GK ada sama sekali kode OTP yang masuk ke SMS saya.",1,2024-03-30 14:17:51
"PETA NYA TIDAK UMUM, RIBET, BIKIN SALAH PASANG TITIK, TIDAK REKOMENDASI !!",1,2024-03-30 13:32:54
mau pesen aja di suruh verifikasi nomor telpon nunggu nomor verif sampai satu jam ga ada muncul nomor verifikasi😪😴😴😴,2,2024-03-30 12:54:06
"Rata rata drivernya pada kasar, trs ga jujur",1,2024-03-30 12:22:18
Ga bisa login sama ga kekirim kirim kode verifikasi pagawainya malas kah?,1,2024-03-30 10:18:08
saya dwonload Maxim tapi pas saya login nggak bisa masuk kode pun tidak di beri padahal nomor telpon nya. udah bener,1,2024-03-30 08:56:04
kurang akurat,1,2024-03-30 07:40:03
"Paraahhh Mau daftar aja susah kali, ga ada masuk kode untuk verifikasi nya.. capek nyobaknya.",1,2024-03-30 06:44:11
uda di mana bang,1,2024-03-30 05:31:57
Pembatalan orderan di food sungguh aneh,1,2024-03-30 01:18:44
Driver emosian d jalan🤣,1,2024-03-30 01:07:13
"Turunin 3 bintang,,yg car nya gk pernah mau ambil orderan tarif di bawah 30 ribu,,, knpa?? x",2,2024-03-30 00:26:59
Jelek,1,2024-03-29 23:40:30
baik,5,2024-10-30 23:56:27
mantap,5,2024-10-30 23:54:12
Sangat baik dan ramah,5,2024-10-30 23:27:31
cepat sampai,5,2024-10-30 23:25:10
baik sopan,5,2024-10-30 23:23:15
sangat baik,5,2024-10-30 23:23:14
"bagus dan tingkatkan. Pengemudi: Artur Primaputra Kagiling dengan Motorcycle, warna cokelat, nopol PY2074O. Selamat menikmati perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.85)",5,2024-10-30 23:14:56
driver ramah baik sopan,5,2024-10-30 23:13:30
"terimakasih, pelayanan terbaik",5,2024-10-30 22:54:30
Terima kasih respon cepat,5,2024-10-30 22:52:42
terimakasihh yaa,5,2024-10-30 22:49:19
baik drivernya,5,2024-10-30 22:49:02
goof,5,2024-10-30 22:42:20
pas,5,2024-10-30 22:34:11
ok dah,5,2024-10-30 22:29:33
abang nya ramah,5,2024-10-30 22:28:42
👍👍👍,5,2024-10-30 22:26:05
mantap,5,2024-10-30 22:19:09
sangat membantu,5,2024-10-30 22:17:12
amanah,5,2024-10-30 22:08:14
makasih kk belagak sudah antar sampai tujuan,5,2024-10-30 22:05:39
baik.ramah .pokoknya super mantul,5,2024-10-30 22:01:16
ok pas sesuai tujuan.,5,2024-10-30 21:39:48
baik dan ramah pelayananya,5,2024-10-30 21:30:05
respon cepat dan ramah,5,2024-10-30 21:28:23
sangat baik sopan dan satun,5,2024-10-30 21:27:52
nice,5,2024-10-30 21:24:54
Drivernya bagus,5,2024-10-30 21:21:22
mantap,5,2024-10-30 21:18:01
sangat membantu,5,2024-10-30 21:09:26
mantap,5,2024-10-30 21:06:19
sehat slalu bng,5,2024-10-30 20:58:45
kren,5,2024-10-30 20:58:24
Terimakasih...,5,2024-10-30 20:53:39
cepat,5,2024-10-30 20:45:29
mantap,5,2024-10-30 20:34:40
sangat baik,5,2024-10-30 20:33:17
tepat waktu dan ramah luar biasa 🔥,5,2024-10-30 20:27:02
baik,5,2024-10-30 20:25:34
murah meriah,5,2024-10-30 20:22:26
ok,5,2024-10-30 20:21:17
secepat kilat sampe tujuan.. berkah selalu Amiinn .,5,2024-10-30 20:21:15
aplikasi penyedia driver terbaik menurut saya. sering diajak mengobrol dan humble,5,2024-10-30 20:18:34
Terima kasih atas pelayanan nya,5,2024-10-30 20:17:56
terbaik,5,2024-10-30 20:17:42
ok,5,2024-10-30 20:17:14
Sangat memuaskan.,5,2024-10-30 20:17:09
cepat sampai,5,2024-10-30 20:16:54
sangat bermanfaat sekali,5,2024-10-30 20:08:12
bagusss,5,2024-10-30 20:05:26
ok,5,2024-10-30 20:03:47
baik,5,2024-10-30 20:02:53
Mantap 👍,5,2024-10-30 20:02:32
good,5,2024-10-30 19:49:39
ok,5,2024-10-30 19:49:36
top,5,2024-10-30 19:48:49
driver baik dan sangat mengerti rekomendasi banget,5,2024-10-30 19:44:30
good,5,2024-10-30 19:34:03
BAIK SOPAN RAMAH,5,2024-10-30 19:30:02
terbaik,5,2024-10-30 19:11:20
mantap ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,5,2024-10-30 19:09:39
drivernya hapal jalan,5,2024-10-30 19:02:30
sangat ramah,5,2024-10-30 19:02:27
terimakasih telah menghantarkan kakak saya,5,2024-10-30 18:54:29
pengemudi ramah,5,2024-10-30 18:53:54
baik drivernya. apal jalan,5,2024-10-30 18:51:49
mantap,5,2024-10-30 18:51:11
baik,5,2024-10-30 18:48:50
sangat bagus,5,2024-10-30 18:47:31
mantap cepat sampai tujuan👍👍👍👍,5,2024-10-30 18:45:14
