content,cleaned_text
drivernya sopan😊,drivernya sopan
makasih mas,makasih mas
murah tarif nya,murah tarif nya
over all its oke,over all its oke
"baik, ramah n best of the best",baik ramah n best of the best
layanan nya sangatt bagus,layanan nya sangatt bagus
mantap,mantap
"sangat baik, terimakasih",sangat baik terimakasih
Mantap abis,Mantap abis
"Alhamdulillah baik,ramah,dijemput sesuai titik.",Alhamdulillah baikramahdijemput sesuai titik
mksh om,mksh om
sangat baik,sangat baik
Sangat bagus,Sangat bagus
sangat bagus,sangat bagus
"baik, ramah",baik ramah
Sangat baik,Sangat baik
good job,good job
maxim mantap,maxim mantap
"ramah pisan,,, hanutnuhun bapak,👍🙏🙏🙏🙏",ramah pisan hanutnuhun bapak
"baik grcep terjangkau, sukses selalu mxim",baik grcep terjangkau sukses selalu mxim
🙏🙏🙏,
baik,baik
Terima kasih banyak.....Jazaakumullaahu Khoyron,Terima kasih banyakJazaakumullaahu Khoyron
driver amanah dan sangat membantu,driver amanah dan sangat membantu
mantap,mantap
luar biasa,luar biasa
baik,baik
Mantap,Mantap
sangat membantu khususnya saya yg dr luar kota,sangat membantu khususnya saya yg dr luar kota
keren amat,keren amat
asyyyiiaapppp,asyyyiiaapppp
"ramah dan cpat kurirnya,trima ksh",ramah dan cpat kurirnyatrima ksh
maxim pelayanan nya Baik Dan Cepet nyampe tempat waktu,maxim pelayanan nya Baik Dan Cepet nyampe tempat waktu
mantap,mantap
"Abang y tepat waktu,sesuai harapan",Abang y tepat waktusesuai harapan
sangat baik,sangat baik
harga murah tetapi lokasi nya kurang jelas 🙏🙏,harga murah tetapi lokasi nya kurang jelas
bagus,bagus
Sangat baik,Sangat baik
oke,oke
Menyenangkan perjalanannya...,Menyenangkan perjalanannya
Semangat Abang,Semangat Abang
trimakasih untuk pelayanannya sehat sekalu,trimakasih untuk pelayanannya sehat sekalu
terbaik,terbaik
kerenn,kerenn
bagus aman ramah,bagus aman ramah
"driver baik ramah, mengemudi dengan aman",driver baik ramah mengemudi dengan aman
"Order telah dipenuhi oleh: Ilham Sudy Pratama dengan Motorcycle, warna putih, nopol A6540DK. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",Order telah dipenuhi oleh Ilham Sudy Pratama dengan Motorcycle warna putih nopol ADK Terima kasih atas perjalanan Anda Rating
aplikasi terbaik Terima kasih maxim,aplikasi terbaik Terima kasih maxim
oke,oke
baik/ramah,baikramah
baik,baik
bagus pelayanan cepat,bagus pelayanan cepat
baik,baik
"tepat waktu,tau rute jalan",tepat waktutau rute jalan
mantap,mantap
pelayanan sangat memuaskan,pelayanan sangat memuaskan
lebih murah dari yang lain,lebih murah dari yang lain
cepat,cepat
baik,baik
rekomendet sipp👍,rekomendet sipp
mantap,mantap
Terimakasih atas layanan nya,Terimakasih atas layanan nya
Bagus,Bagus
mantap,mantap
Baik dan sopan,Baik dan sopan
"ramah, baik, cepat. mantap",ramah baik cepat mantap
bagus,bagus
melayani dengan baik,melayani dengan baik
harum wangi. dan ramah,harum wangi dan ramah
ramah dan enak ngobrol nya,ramah dan enak ngobrol nya
"Terimakasih Pak telah mengantar kami ke tempat tujuan dengan aman dan nyaman, semangat yaa Pak 🙏",Terimakasih Pak telah mengantar kami ke tempat tujuan dengan aman dan nyaman semangat yaa Pak
org nya ramah,org nya ramah
perfect,perfect
Top!,Top
ramah dan nyaman,ramah dan nyaman
cepat .baik ramah,cepat baik ramah
Berikan fitur tujuan di aplikasi taxsee driver min biar gaspoel,Berikan fitur tujuan di aplikasi taxsee driver min biar gaspoel
nyaman,nyaman
Terima kasih banyak 😌🙏,Terima kasih banyak
"penjemputan tepat waktu,drivernya sopan dan ramah,berhati hati dlm berkendaranya sehingga selamat sampai tujuan,Alhamdulillah",penjemputan tepat waktudrivernya sopan dan ramahberhati hati dlm berkendaranya sehingga selamat sampai tujuanAlhamdulillah
sangat bertanggung jawab,sangat bertanggung jawab
sangat membantu,sangat membantu
bagus,bagus
ramah dan baik,ramah dan baik
baik,baik
mantep,mantep
"baik , trimakasih 🙏",baik trimakasih
puas,puas
mantap,mantap
baik,baik
sangat bagus,sangat bagus
pelayanan sangat baik dan ramah,pelayanan sangat baik dan ramah
saya senang sekali dengan Maxim,saya senang sekali dengan Maxim
mantap mas,mantap mas
pengemudi ramah n sabar,pengemudi ramah n sabar
Saya pengen dpt promo,Saya pengen dpt promo
pengemudi baik,pengemudi baik
mantap kak,mantap kak
driver sangat ramah,driver sangat ramah
bagus,bagus
bagus,bagus
mantap,mantap
supirnya humbel banget,supirnya humbel banget
"ok sih, murah juga",ok sih murah juga
driver good,driver good
"Tolong di kasih fitur untuk ngepasin lokasi saat ini, agar mudah untuk memesan,, karna pengguna kebanyakan ibu ibu, gk ngerti",Tolong di kasih fitur untuk ngepasin lokasi saat ini agar mudah untuk memesan karna pengguna kebanyakan ibu ibu gk ngerti
"terimakasih , pelayanan baik",terimakasih pelayanan baik
mantap jaya,mantap jaya
baik ramah,baik ramah
good,good
"sangatt ramahhh, dan the best",sangatt ramahhh dan the best
membantu banget,membantu banget
Bagus kinerja nya,Bagus kinerja nya
terbaik,terbaik
sukak sekali,sukak sekali
drivernya ramah baik mobilnya nyaman,drivernya ramah baik mobilnya nyaman
mamang ramah dan sopan,mamang ramah dan sopan
ramah,ramah
Alhamdulillah dan terima kasih banyak,Alhamdulillah dan terima kasih banyak
"bapaknya ramah, nyetir dg baik dan pemilihan rute tepat",bapaknya ramah nyetir dg baik dan pemilihan rute tepat
amanah,amanah
Driver Ramah,Driver Ramah
trimakasih,trimakasih
Mantap dan cepat,Mantap dan cepat
maturnuwon,maturnuwon
pelayanan sangat memuaskan,pelayanan sangat memuaskan
bagus,bagus
top banget,top banget
oke terbaik,oke terbaik
good kali,good kali
ramah. baik. sopan.,ramah baik sopan
baik ramah,baik ramah
baik sekali😇,baik sekali
trimakaihh pelayanan ramah 👍,trimakaihh pelayanan ramah
bahagia,bahagia
cepat,cepat
mantap on time,mantap on time
Semangat Terus dalam Bekerja😇,Semangat Terus dalam Bekerja
sangat nyaman,sangat nyaman
terimakasih semoga sukses selalu,terimakasih semoga sukses selalu
Pengemudi berkendara dengan nyaman dan aman.,Pengemudi berkendara dengan nyaman dan aman
Sangat baik,Sangat baik
mantap,mantap
rekomendasi,rekomendasi
lumayan baik,lumayan baik
driver yg ramah,driver yg ramah
terimakasih atas pelayanannya,terimakasih atas pelayanannya
mantap...,mantap
sangat batik,sangat batik
bagus,bagus
"Drivernya Baik, Ramah. Terima kasih banyak 🙏🏻👍🏼💪🏻",Drivernya Baik Ramah Terima kasih banyak
"Order telah dipenuhi oleh: Mohamad Alvan Setiawan SH dengan Hyundai Atos, warna biru, nopol AG1326CK. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",Order telah dipenuhi oleh Mohamad Alvan Setiawan SH dengan Hyundai Atos warna biru nopol AGCK Terima kasih atas perjalanan Anda Rating
bagus,bagus
terima kasih,terima kasih
mantap orangnya Rama,mantap orangnya Rama
mantap,mantap
bagus,bagus
pelayanan ramah,pelayanan ramah
Ok,Ok
mantap,mantap
saya menyukainya,saya menyukainya
mantap trima kasih,mantap trima kasih
mantap,mantap
makasih puas d pelayanan drivwrnya,makasih puas d pelayanan drivwrnya
"Mantap untuk aplikasi Maxim, transportasi umum yg sangat murah, gak kaya aplikasi yg di sebelah mahal banget padahal jarak yh gk jauh dari titik penjemputan sampai tujuan 👍👍👍",Mantap untuk aplikasi Maxim transportasi umum yg sangat murah gak kaya aplikasi yg di sebelah mahal banget padahal jarak yh gk jauh dari titik penjemputan sampai tujuan
good aplikasi,good aplikasi
sangat memuaskan,sangat memuaskan
driver nya sangat ramah dan selalu hati2....tks abang driver.lancar luncur berkah sukses sllu.,driver nya sangat ramah dan selalu hatitks abang driverlancar luncur berkah sukses sllu
sangat puas,sangat puas
nyaman,nyaman
mantap,mantap
puas,puas
bagus dan cepat,bagus dan cepat
cepat,cepat
terimakasih,terimakasih
Bagus,Bagus
pengemudi ramah aman 👍👍👍,pengemudi ramah aman
bpkny cepat dan hambel dan ramah SM penumpang,bpkny cepat dan hambel dan ramah SM penumpang
bagus,bagus
keren,keren
mantab,mantab
Baik,Baik
cepat dari yg lain pas hujan2,cepat dari yg lain pas hujan
driver ramah dan sangat membantu,driver ramah dan sangat membantu
baik,baik
lancar,lancar
harga terjangkau maxim gitu lohhh,harga terjangkau maxim gitu lohhh
bagus pelayann ramah,bagus pelayann ramah
mantap...,mantap
Terima kasih,Terima kasih
driver yang ramah dan mobil bersih dan wangi,driver yang ramah dan mobil bersih dan wangi
bagus,bagus
cocok untuk jasa angkut barang,cocok untuk jasa angkut barang
baik,baik
sangat berguna saat lagi tidak da kendaraan,sangat berguna saat lagi tidak da kendaraan
baik,baik
𝚋𝚊𝚒𝚔,
ramah baik,ramah baik
orgnya ramah baik,orgnya ramah baik
good,good
terima kasih.....mantap,terima kasihmantap
supir ramah,supir ramah
cepat dan tepat,cepat dan tepat
tepat waktu,tepat waktu
mksih pak,mksih pak
sangat baik mengantarkan anakku sampai ke RS.. smoga banyak rezekinya pak..,sangat baik mengantarkan anakku sampai ke RS smoga banyak rezekinya pak
baik,baik
driver sahat ramah,driver sahat ramah
sangat amanah🙏,sangat amanah
gercep,gercep
oke sip,oke sip
terimakasih...keadaan ujan deras mau menerima orderan...kelihatan sabar orangnya...terimakasih banyak sudah membantu saya🙏,terimakasihkeadaan ujan deras mau menerima orderankelihatan sabar orangnyaterimakasih banyak sudah membantu saya
pelayanan oke ramah,pelayanan oke ramah
good,good
Bagus,Bagus
mantap,mantap
mantap,mantap
sangat baik dan sangat membantu,sangat baik dan sangat membantu
pelayanan sangat baik,pelayanan sangat baik
bawa motor nya enak mas nya juga ramah,bawa motor nya enak mas nya juga ramah
nice,nice
pelayanan sangar memuaskan,pelayanan sangar memuaskan
good 👍,good
sangat puas,sangat puas
Sangat ramah,Sangat ramah
bagus,bagus
respon nya baik,respon nya baik
puas,puas
sangat puas👍👍,sangat puas
mantap,mantap
rama kepada penumpangnya,rama kepada penumpangnya
bagus,bagus
baik,baik
baik.. ramah cepat,baik ramah cepat
makasih kk,makasih kk
mantul,mantul
driver ramah dan sabar mksh ya,driver ramah dan sabar mksh ya
udah murah nyaman gak k hujanan kilat sampai tujuan,udah murah nyaman gak k hujanan kilat sampai tujuan
titik masih kurang bisa pas,titik masih kurang bisa pas
bawah motor nya tenang👍,bawah motor nya tenang
sangat puas,sangat puas
rapah sopan,rapah sopan
terima kasih atas layanan nya,terima kasih atas layanan nya
sangat bgus,sangat bgus
ramah dan baik,ramah dan baik
okkk,okkk
pelayanan bagus mantap,pelayanan bagus mantap
cukup baik,cukup baik
"driver nya baik, ramah & loyalitas bersedia membantu .Terima kasih.",driver nya baik ramah loyalitas bersedia membantu Terima kasih
terimakasih untuk pelayanannya,terimakasih untuk pelayanannya
ramah.,ramah
"Order telah dipenuhi oleh: Ismail S dengan Motorcycle, warna cokelat, nopol DN3997OA. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",Order telah dipenuhi oleh Ismail S dengan Motorcycle warna cokelat nopol DNOA Terima kasih atas perjalanan Anda Rating
ramah dn cepat,ramah dn cepat
"sangat membantu sekali, Alhamdulillah bapaknya amanah juga ramah, sehat2 njeh pak semoga rezekinya semakin lancar. sukses selalu untuk Maxim👍👍👍👏👏👏",sangat membantu sekali Alhamdulillah bapaknya amanah juga ramah sehat njeh pak semoga rezekinya semakin lancar sukses selalu untuk Maxim
sopirnya ramah👍👍👍👍👍,sopirnya ramah
baik,baik
sopan pelayanan bagus,sopan pelayanan bagus
sangat bagus ramai,sangat bagus ramai
sangat baik,sangat baik
"responnya bagus, cepat dan ramah trimkasih 🙏",responnya bagus cepat dan ramah trimkasih
murah berkualitas,murah berkualitas
memuaskan...terima kasih ...,memuaskanterima kasih
ramah & cepat,ramah cepat
Pelayanan sangat baik,Pelayanan sangat baik
oke,oke
"pelayanan nya cepat tanggap dan responsif, trus baik banget driver nya pokkok nya klo ada bintang 10 tak kasih deh ,. mkasih banyak pak",pelayanan nya cepat tanggap dan responsif trus baik banget driver nya pokkok nya klo ada bintang tak kasih deh mkasih banyak pak
ok,ok
makasi sangat membantu. nyaman dalam perjalanan,makasi sangat membantu nyaman dalam perjalanan
sangat membantu,sangat membantu
pelayanan ok,pelayanan ok
terbaik,terbaik
ok,ok
mantab terjangkau,mantab terjangkau
baik,baik
sangat baik mengemudi,sangat baik mengemudi
trims,trims
"Driver nya ramah,",Driver nya ramah
This is awesome! :D,This is awesome D
baik,baik
bapaknya baik,bapaknya baik
bagus pelayanan,bagus pelayanan
bagus,bagus
"maxim sangat membantu, selain cepat harga nya juga murah dan saya sangat terbatu,semoga maxim dapat membantu kita lebih banyak lagi",maxim sangat membantu selain cepat harga nya juga murah dan saya sangat terbatusemoga maxim dapat membantu kita lebih banyak lagi
maap ya pak gak jadii,maap ya pak gak jadii
orang nya ramah,orang nya ramah
murah banget,murah banget
👍,
"sangat puas dengan layananya,,dan respon cepat,,dan driver sangt² terpercaya",sangat puas dengan layananyadan respon cepatdan driver sangt terpercaya
semoga gacor untuk pak Maxim nya,semoga gacor untuk pak Maxim nya
baik dan ramah,baik dan ramah
good,good
sangat baik,sangat baik
sopir y baik ramah sangat puas,sopir y baik ramah sangat puas
sopirnya baik,sopirnya baik
bagus,bagus
ramah,ramah
baik,baik
baik cepat,baik cepat
Aplikasinya keren mudah dan cepat ketujuan,Aplikasinya keren mudah dan cepat ketujuan
lebih di tingkatkan lagi pelayanannya yahhhh 😉,lebih di tingkatkan lagi pelayanannya yahhhh
cepat ramah,cepat ramah
pengemudi sangat ramah,pengemudi sangat ramah
mantap,mantap
mantap,mantap
mantap ramah banget,mantap ramah banget
sangat baik,sangat baik
good,good
baik sangat berhati-hati dlm berkrendara,baik sangat berhatihati dlm berkrendara
rekoment respon cepat..,rekoment respon cepat
orderan nya cepet datang nya gk perlu nunggu lama,orderan nya cepet datang nya gk perlu nunggu lama
baik pelayanannyq 4,baik pelayanannyq
ok,ok
good,good
mantap,mantap
bagus aplikasi ini,bagus aplikasi ini
sunggu bagus sampai tepat waktu bgnya,sunggu bagus sampai tepat waktu bgnya
mantep,mantep
ok,ok
oke deh pak,oke deh pak
baik banget bapak ya,baik banget bapak ya
tenks,tenks
oke,oke
driver ramah,driver ramah
tepat waktu,tepat waktu
Ok,Ok
mantap terimakasih tepat waktu,mantap terimakasih tepat waktu
abang driver nya asik,abang driver nya asik
Broader gue nih. heehee,Broader gue nih heehee
drivernya ramah,drivernya ramah
pengemudi berhati2.. bagus bersih driver yaa,pengemudi berhati bagus bersih driver yaa
bagus,bagus
pengemudi ramah sopan good job,pengemudi ramah sopan good job
sangat membantu untuk aktvtas jika tidak ada transportasi,sangat membantu untuk aktvtas jika tidak ada transportasi
Sangat puas....,Sangat puas
sangat bermanfaat,sangat bermanfaat
aplikasi digital ini bagus 👍,aplikasi digital ini bagus
welll drever e,welll drever e
mantep,mantep
on time.. makasih abg😊,on time makasih abg
murah dan supir ramah,murah dan supir ramah
nuhun pak supir sukses,nuhun pak supir sukses
ok,ok
maxim nya ramah,maxim nya ramah
sangat mengesankan,sangat mengesankan
cepat penjemputan nya dan orang nya ramah dan baik hati👍👍,cepat penjemputan nya dan orang nya ramah dan baik hati
mantap pake maxim cepat irit aman,mantap pake maxim cepat irit aman
sangat baik dn ramah ksi nilai yg bgus ....buat beliau,sangat baik dn ramah ksi nilai yg bgus buat beliau
sehat sehat ya pak,sehat sehat ya pak
mantap,mantap
good,good
ok,ok
nice,nice
mantap nyaman,mantap nyaman
Mangkat bangt 🤩🤩🤩🤩🤩,Mangkat bangt
good job .good driver .thank u,good job good driver thank u
good,good
bgus dan ramah pengenudinya,bgus dan ramah pengenudinya
ramah,ramah
Bagus,Bagus
good,good
mantap,mantap
mantap,mantap
makasih bang,makasih bang
alhamdulilah sampai pada tujuan,alhamdulilah sampai pada tujuan
ramah,ramah
menyenangkan,menyenangkan
sangat bagus,sangat bagus
good job,good job
driver sangat ramah,driver sangat ramah
pngemudi ramah,pngemudi ramah
baik,baik
terimakasih,terimakasih
ramah baikkk,ramah baikkk
good driver,good driver
good job,good job
Ok maxim,Ok maxim
Makasih,Makasih
ramah,ramah
mantap,mantap
cepat,cepat
kurir nya ramah dan baik cepat juga lagi memang terbaik dari Maxim ini tetap pertahankan,kurir nya ramah dan baik cepat juga lagi memang terbaik dari Maxim ini tetap pertahankan
mantul,mantul
terima kasih,terima kasih
ok lah,ok lah
bagus keren,bagus keren
Maxim.sangat membantu.bagi siap saja yg .menggunakan maxi Terimakasih aplikasi.dari maxim,Maximsangat membantubagi siap saja yg menggunakan maxi Terimakasih aplikasidari maxim
good,good
mantap sangat cepat,mantap sangat cepat
sangat baik pelayananya 🙏,sangat baik pelayananya
terimakasih,terimakasih
"Order telah dipenuhi oleh: Cecep Anwar Sanusi dengan Motorcycle, warna biru, nopol T6577OW. Terima kasih atas perjalanan Anda! Rating ⭐",Order telah dipenuhi oleh Cecep Anwar Sanusi dengan Motorcycle warna biru nopol TOW Terima kasih atas perjalanan Anda Rating
Alhamdulillah bapak nya baik banget di hujan-hujan gini mau Nerima order sejauh ini hihi. semangat pak✊,Alhamdulillah bapak nya baik banget di hujanhujan gini mau Nerima order sejauh ini hihi semangat pak
driver ramah bersih...mengemudi berhati2 pokok yaa mantep driver ya,driver ramah bersihmengemudi berhati pokok yaa mantep driver ya
orang baik trima kasih ❤️,orang baik trima kasih
good,good
mantap,mantap
mantaff,mantaff
driver nya oke,driver nya oke
ok,ok
lebih terjangkau ongkosnya dari aplikasi lain,lebih terjangkau ongkosnya dari aplikasi lain
nyaman,nyaman
josss...,josss
terimakasih,terimakasih
good,good
ok,ok
"sat set bet anying, 👍👍",sat set bet anying
Ramah dan nyaman serta mengutamakan keselamatan,Ramah dan nyaman serta mengutamakan keselamatan
Malm admin mau tanya mudah mudahan di jawab. apakah maxim dapat melihat no hp penumpang ?,Malm admin mau tanya mudah mudahan di jawab apakah maxim dapat melihat no hp penumpang
orang orang nya gercep banget,orang orang nya gercep banget
baikk,baikk
toppppppppp,toppppppppp
pelayanan nya sangat2 baik,pelayanan nya sangat baik
mantap,mantap
Ramah dan nyaman,Ramah dan nyaman
sangat baik,sangat baik
baik,baik
pelayanan yang rama,pelayanan yang rama
driver asyik,driver asyik
kali ini dpt driver ramah banget👍,kali ini dpt driver ramah banget
Mantap,Mantap
topp no komennn,topp no komennn
oke dan mantap,oke dan mantap
ok,ok
the best of the best driver,the best of the best driver
terimakasih,terimakasih
sangat membantu ketika membutuhkan tumpangan,sangat membantu ketika membutuhkan tumpangan
baik orangnya,baik orangnya
pelayanan ramah,pelayanan ramah
cepatnya,cepatnya
Terima kasih atas kenyamanannya,Terima kasih atas kenyamanannya
"ramah,aman,dan cepat",ramahamandan cepat
aman dan nyaman,aman dan nyaman
cukup baik,cukup baik
ok,ok
trimakasi,trimakasi
sangat sopan,sangat sopan
pelayanannya sangat bagusa,pelayanannya sangat bagusa
oke,oke
baik,baik
sopir ramah & baik juga,sopir ramah baik juga
jos driver tepat waktu dan cekatan,jos driver tepat waktu dan cekatan
good,good
drivernya ramah dan rapi,drivernya ramah dan rapi
good,good
siip lancar,siip lancar
terimakasih,terimakasih
ramah dan Bageur,ramah dan Bageur
cepat pengantaran nya,cepat pengantaran nya
Best,Best
mantap,mantap
pokoke mantap,pokoke mantap
Murah dan ramah pengemudinya,Murah dan ramah pengemudinya
drivernya ramah,drivernya ramah
maaf ya kak,maaf ya kak
baik,baik
makasih bg..,makasih bg
mantap,mantap
bagus ramah cepat,bagus ramah cepat
good,good
cepat dan tepat waktu 🙏,cepat dan tepat waktu
sangat baik,sangat baik
best,best
sangat memuaskan,sangat memuaskan
mantap,mantap
trima kasih pak sudah antar dengan selamat,trima kasih pak sudah antar dengan selamat
ok,ok
"Mantap, pelayanan dan driver ramah",Mantap pelayanan dan driver ramah
pelayanan yg baik dan ramah ❤,pelayanan yg baik dan ramah
bagus,bagus
bagus,bagus
terbaik the best,terbaik the best
👍,
abg nya baik,abg nya baik
"perlu perbaikan di map almt google, tdk terpantau jln batua raya 7 , hanya batua raya 4. driver menemukan sasaran sesuai arahan konsumen.",perlu perbaikan di map almt google tdk terpantau jln batua raya hanya batua raya driver menemukan sasaran sesuai arahan konsumen
terima kasih atas layanannya,terima kasih atas layanannya
"Order telah dipenuhi oleh: Haskar dengan Motorcycle, warna biru muda, nopol KT4471BAS. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",Order telah dipenuhi oleh Haskar dengan Motorcycle warna biru muda nopol KTBAS Terima kasih atas perjalanan Anda Rating
sangat nyaman,sangat nyaman
baik ramah,baik ramah
sngatt baikk,sngatt baikk
sangat baik🥳🥳🥳,sangat baik
sikap baik,sikap baik
ramah dan sopan,ramah dan sopan
"Cepat tiba cekatan dalam mengantar dan penuh hati2, yang paling utama jujur krn HP saya dijaga. HP saya tertinggal dan dikembalikan. Bukan masalah HP cina namun nilai kejujuran mahal semoga membawa image maxim lebih baik. Terima kasih pak Sumanta B5292BYX",Cepat tiba cekatan dalam mengantar dan penuh hati yang paling utama jujur krn HP saya dijaga HP saya tertinggal dan dikembalikan Bukan masalah HP cina namun nilai kejujuran mahal semoga membawa image maxim lebih baik Terima kasih pak Sumanta BBYX
"tingkat kan lagi untuk gps nya,",tingkat kan lagi untuk gps nya
mobilnya sangat tdk nyaman. kotor&bau rokok. mohon diperbaiki🙏,mobilnya sangat tdk nyaman kotorbau rokok mohon diperbaiki
sangat baik,sangat baik
sangat baik,sangat baik
pelayanan sangat baik,pelayanan sangat baik
"driver ramah dan ketepatan sampai tujuan, patut di apresiasi pada aplikasi Maxim.",driver ramah dan ketepatan sampai tujuan patut di apresiasi pada aplikasi Maxim
good,good
"keren, hati2 buat bapak nya semangat terus",keren hati buat bapak nya semangat terus
Keren,Keren
mantapp,mantapp
👍,
pesanan cepat sampai.mksi,pesanan cepat sampaimksi
ok,ok
Ramah dan baik,Ramah dan baik
"Ad aj driver yg males pkek atribut,tpi ok gk mslah krna ad plat mtor Tpi helmny,tolongla driver klo udah gak layak pakai yg ganti minimal cuci klo dah dakian,Payah jorok driver gini ma. Tolong admin,maf aj klo ktmu cs yg suka ksih negatif krna it slah anda sndiri!!",Ad aj driver yg males pkek atributtpi ok gk mslah krna ad plat mtor Tpi helmnytolongla driver klo udah gak layak pakai yg ganti minimal cuci klo dah dakianPayah jorok driver gini ma Tolong adminmaf aj klo ktmu cs yg suka ksih negatif krna it slah anda sndiri
sangat baik dan ramah,sangat baik dan ramah
baikkkk,baikkkk
massnya sangat ramahh,massnya sangat ramahh
"Order telah dipenuhi oleh: T R H Diparulian S dengan Motorcycle, warna hitam, nopol BK5445ALM. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",Order telah dipenuhi oleh T R H Diparulian S dengan Motorcycle warna hitam nopol BKALM Terima kasih atas perjalanan Anda Rating
good,good
okay',okay
"layanan yg baik, trimakasih",layanan yg baik trimakasih
Y ghnngn nnnnh k nya Thugger nnnnjjjjnnnbbrjjhntn pengabdi b and Lilly and I am a new,Y ghnngn nnnnh k nya Thugger nnnnjjjjnnnbbrjjhntn pengabdi b and Lilly and I am a new
sangat baik,sangat baik
sangat membantu,sangat membantu
bagus,bagus
tepat sasaran dan waktu,tepat sasaran dan waktu
ramah,ramah
baik,baik
mantap,mantap
mantap,mantap
sangat baik,sangat baik
"baik dan sopan, terima kasih",baik dan sopan terima kasih
"driver ramah, sangat cepat , pkoknya mantap👍👍👍",driver ramah sangat cepat pkoknya mantap
Ramah Baik Tetap Selalu Semangat Kak.. Semoga Sukses Selalu..,Ramah Baik Tetap Selalu Semangat Kak Semoga Sukses Selalu
bagus,bagus
nyaman,nyaman
ok,ok
keren,keren
ramah dan sopan,ramah dan sopan
sangat membantu,sangat membantu
aplikasinya sangat bagus sekali,aplikasinya sangat bagus sekali
pengiriman cepat,pengiriman cepat
"driver nya sopan, baik sabar juga",driver nya sopan baik sabar juga
Maxim tolong di update maps nya,Maxim tolong di update maps nya
pelayananya baik,pelayananya baik
sangat baik😇,sangat baik
"ramah , tepat waktu",ramah tepat waktu
driver keren,driver keren
Adek ini bagus pelayanannya cepat hati hati bawanya salut good job ya dek..,Adek ini bagus pelayanannya cepat hati hati bawanya salut good job ya dek
sangat sangat baik dan sopan,sangat sangat baik dan sopan
good drivernya,good drivernya
ramai dan amanah,ramai dan amanah
baik,baik
cepat & ramah,cepat ramah
Poko nya top cer,Poko nya top cer
driver ramah dan sopan,driver ramah dan sopan
good,good
mantab,mantab
"sejauh ini cuma pakai maxim aja, murah dan cepat",sejauh ini cuma pakai maxim aja murah dan cepat
ramah,ramah
"layanannya cepat , drivernya sopan , ramah 👍",layanannya cepat drivernya sopan ramah
👍🙏,
Untuk yang belum pernah order maxim jangan takut karena data pengantar lengkap dan di dampingi MAP tujuan kita,Untuk yang belum pernah order maxim jangan takut karena data pengantar lengkap dan di dampingi MAP tujuan kita
cepat,cepat
Mudah segala nya,Mudah segala nya
sangat nyaman dan cepat 👍🏻,sangat nyaman dan cepat
Nyaman Lah Dripernya ramah,Nyaman Lah Dripernya ramah
Drivernya ramah,Drivernya ramah
"trima kasih, barang sampai dengan aman, driver baik ramah ☺",trima kasih barang sampai dengan aman driver baik ramah
pelayanan nya sangat baik.,pelayanan nya sangat baik
Drivernya ramah,Drivernya ramah
memuaskan,memuaskan
ok,ok
pelayanan sangat bagus,pelayanan sangat bagus
tingkatin lagi donk titik lokasi nya di perluas biar mempermudah perjalanan kemana saja,tingkatin lagi donk titik lokasi nya di perluas biar mempermudah perjalanan kemana saja
Sangat bagus,Sangat bagus
mantap,mantap
ok,ok
bagus .,bagus
supirnya ramah,supirnya ramah
bagus,bagus
sangat bagus,sangat bagus
amanah,amanah
Driver Ramah 👍,Driver Ramah
sangat bagus,sangat bagus
Terimakasih,Terimakasih
sopir Ramadan mau membantu menuntun tunanetra,sopir Ramadan mau membantu menuntun tunanetra
kalo isi saldo jgn kena potongan juga kasiah driver nya potongan isi saldo terus pas narik kena potong juga,kalo isi saldo jgn kena potongan juga kasiah driver nya potongan isi saldo terus pas narik kena potong juga
bapaknya baik sekali. semangat pak,bapaknya baik sekali semangat pak
good,good
abng Maxim nya ramah...bawanya juga pelan2,abng Maxim nya ramahbawanya juga pelan
Terima Kasih kk,Terima Kasih kk
baik,baik
bagus,bagus
terbaik,terbaik
nyaman,nyaman
bagus action cepat dan pelayanan ramah,bagus action cepat dan pelayanan ramah
driver tiba dengan cepat,driver tiba dengan cepat
ok bgt bapaknya ramah,ok bgt bapaknya ramah
drivernya cepat datang dan cepat antar sampaintujuan dan ramah,drivernya cepat datang dan cepat antar sampaintujuan dan ramah
Ramah dan mobil bersih,Ramah dan mobil bersih
ok good,ok good
sangat cocok,sangat cocok
👍,
nyaman dan murah,nyaman dan murah
driver tepat waktu dan ramah,driver tepat waktu dan ramah
bagus,bagus
sippp,sippp
bgus,bgus
driver sangat ramah...trim kk,driver sangat ramahtrim kk
"terimakasih pak,sukses selalu.Aamiin",terimakasih paksukses selaluAamiin
bagus,bagus
mantap,mantap
Sangat Memuaskan...,Sangat Memuaskan
senang,senang
makasih kak,makasih kak
Baik,Baik
sesuai tujuan mntap😇,sesuai tujuan mntap
❤️,
armadanya kurang banyak,armadanya kurang banyak
terimakasih,terimakasih
ska,ska
Bagus,Bagus
Oke,Oke
sangat baik,sangat baik
orangny baik anterin sampai ditempat ny.,orangny baik anterin sampai ditempat ny
sngat baik,sngat baik
Cukup baik,Cukup baik
