processed_text,translated_text,converted_text,vader_sentiment,compound
"['driver', 'oke']","['Driver', 'Okay']",Driver Okay,positif,0.2263
"['baik', 'ramah']","['good', 'friendly']",good friendly,positif,0.7269
"['sangat', 'sangat', 'ramah', 'baik']","['very', 'very', 'friendly', 'good']",very very friendly good,positif,0.8027
['bagus'],['Good'],Good,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
"['sangat', 'baik', 'respon']","['very', 'good', 'response']",very good response,positif,0.4927
"['sangat', 'bantu']","['very', 'help']",very help,positif,0.4576
"['nyaman', 'aman', 'dn', 'driver', 'sabr', 'tunggu']","['comfortable', 'safe', 'and', 'driver', 'patient', 'wait']",comfortable safe and driver patient wait,positif,0.7351
['bagus'],['Good'],Good,positif,0.4404
"['drivernya', 'hebat', 'sen', 'rb', 'hasil', 'rb', 'ngga', 'ngasih', 'arah', 'guna', 'baru']","['the driver', 'great', 'sen', 'rb', 'results', 'rb', 'no', 'giving', 'direction', 'use', 'new']",the driver great sen rb results rb no giving direction use new,positif,0.6486
"['mantap', 'driver', 'bantu']","['great', 'driver', 'help']",great driver help,positif,0.7783
"['ramah', 'sabar', 'terimakasih']","['friendly', 'patient', 'thank you']",friendly patient thank you,positif,0.6908
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
"['bapak', 'baik', 'ramah', 'bawa', 'motor', 'nya', 'ga', 'ugalan']","['father', 'good', 'friendly', 'bring', 'motorcycle', '', 'no', 'reckoning']",father good friendly bring motorcycle  no reckoning,positif,0.5994
"['sangatt', 'keren']","['very', 'cool']",very cool,positif,0.3804
"['good', 'jop']","['good', 'job']",good job,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
"['mantab', 'cpt', 'thanks', 'pak', 'driver', 'sehat', 'selalu', 'lancar', 'rejekinya']","['mantab', 'cpt', 'thanks', 'sir', 'driver', 'healthy', 'always', 'smooth', 'fortune']",mantab cpt thanks sir driver healthy always smooth fortune,positif,0.6808
"['ramah', 'supirnya', 'mobil', 'bersih', 'wangi']","['friendly', 'driver', 'car', 'clean', 'fragrant']",friendly driver car clean fragrant,positif,0.7096
"['orang', 'ramah']","['people', 'friendly']",people friendly,positif,0.4939
"['puas', 'banget']","['satisfied', 'really']",satisfied really,positif,0.4215
"['terima', 'kasih', 'antar', 'tuju']","['accept', 'love', 'delivery', 'go to']",accept love delivery go to,positif,0.7783
"['good', 'job', 'mas', 'putra', 'thx']","['good', 'job', 'mas', 'son', 'thx']",good job mas son thx,positif,0.6597
['baik'],['Good'],Good,positif,0.4404
"['pokok', 'maxim', 'bagus', 'abangna', 'sehat', 'terus']","['principal', 'maxim', 'good', 'Abangna', 'healthy', 'continue']",principal maxim good Abangna healthy continue,positif,0.6808
['baik'],['Good'],Good,positif,0.4404
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
"['god', 'job']","['God', 'Job']",God Job,positif,0.2732
['mantap'],['Excellent'],Excellent,positif,0.5719
['baik'],['Good'],Good,positif,0.4404
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
"['supir', 'sangat', 'ramah']","['Driver', 'Very', 'Friendly']",Driver Very Friendly,positif,0.5413
['mantap'],['Excellent'],Excellent,positif,0.5719
['bagus'],['Good'],Good,positif,0.4404
['bagus'],['Good'],Good,positif,0.4404
['puas'],['satisfied'],satisfied,positif,0.4215
['mantap'],['Excellent'],Excellent,positif,0.5719
"['mantap', 'harga', 'ekonimis']","['great', 'price', 'economical']",great price economical,positif,0.6249
['ramah'],['friendly'],friendly,positif,0.4939
"['order', 'penuh', 'lambok', 'hutasoit', 'motorcycle', 'warna', 'merah', 'nopol', 'bpci', 'terima', 'kasih', 'atas', 'jalan', 'rating']","['order', 'full', 'lambok', 'Hutasoit', 'Motorcycle', 'Color', 'Red', 'Red', 'Nopol', 'BPCI', 'BPCI', 'Receive', 'Love', 'Love', 'Up', ','walk ',' rating ']",order full lambok Hutasoit Motorcycle Color Red Red Nopol BPCI BPCI Receive Love Love Up walk  rating ,positif,0.8555
"['sangat', 'puas']",['very satisfied'],very satisfied,positif,0.4754
['ramah'],['friendly'],friendly,positif,0.4939
"['sangat', 'bantu']","['very', 'help']",very help,positif,0.4576
['baik'],['Good'],Good,positif,0.4404
"['sangat', 'puas']",['very satisfied'],very satisfied,positif,0.4754
"['drivernya', 'senang', 'ramah']","['the driver', 'happy', 'friendly']",the driver happy friendly,positif,0.7845
"['kasih', 'diskon', 'dong', 'min']","['love', 'discount', 'dong', 'min']",love discount dong min,positif,0.6369
"['cepat', 'driver', 'ramah']","['fast', 'driver', 'friendly']",fast driver friendly,positif,0.4939
"['orang', 'nya', 'baik', 'enak', 'ajak', 'ngobrol']","['people', '', 'good', 'delicious', 'invite', 'chat']",people  good delicious invite chat,positif,0.802
"['cepat', 'tanggap', 'mantap']","['fast', 'responsive', 'great']",fast responsive great,positif,0.765
"['ramah', 'banget', 'layan', 'bagus']","['friendly', 'really', 'service', 'good']",friendly really service good,positif,0.749
['ramah'],['friendly'],friendly,positif,0.4939
"['terimakasih', 'sangat', 'baik', 'kemudi', 'nya', 'barokah']","['Thank you', 'very', 'good', 'steering', '', 'barokah']",Thank you very good steering  barokah,positif,0.6901
"['ramah', 'sopan']","['friendly', 'polite']",friendly polite,positif,0.4939
"['order', 'penuh', 'gigih', 'prihartono', 'toyota', 'agya', 'warna', 'putih', 'nopol', 'bpgc', 'terima', 'kasih', 'atas', 'jalan', 'rating']","['order', 'full', 'persistent', 'Prihartono', 'Toyota', 'Agya', 'Color', 'White', 'Nopol', 'BPGC', 'BPGC', 'accept', 'Love', ','atas', 'jalan', 'rating']",order full persistent Prihartono Toyota Agya Color White Nopol BPGC BPGC accept Love atas jalan rating,positif,0.7783
"['drivernya', 'asa', 'ibu', 'sendiri', 'terimakasih']","['the driver', 'hope', 'mother', 'alone', 'thank you']",the driver hope mother alone thank you,positif,0.5267
"['terima', 'kasih']",['Thank You'],Thank You,positif,0.3612
['baik'],['Good'],Good,positif,0.4404
"['layan', 'baik', 'driver', 'ramah', 'kendara', 'bersih', 'aman', 'tuju']","['Layan', 'Good', 'Driver', 'Friendly', 'Kendara', 'Clean', 'Safe', 'Going to']",Layan Good Driver Friendly Kendara Clean Safe Going to,positif,0.8934
"['ramah', 'baik']","['friendly', 'good']",friendly good,positif,0.7269
['mantap'],['Excellent'],Excellent,positif,0.5719
"['driver', 'ramah']","['Driver', 'Friendly']",Driver Friendly,positif,0.4939
"['sangat', 'baik', 'buat', 'bp', 'ade', 'yana', 'trimakasih', 'sopan', 'nyaman', 'cepet', 'respon']","['Very', 'Good', 'Create', 'BP', 'Ade', 'Yana', 'Thanks', 'Polite', 'Comfortable', 'Fast', 'Response']",Very Good Create BP Ade Yana Thanks Polite Comfortable Fast Response,positif,0.895
"['layan', 'bagus', 'ramah', 'baik']","['service', 'good', 'friendly', 'good']",service good friendly good,positif,0.8402
"['nyamandan', 'selamat', 'tuju', 'sehat', 'selalu', 'buat', 'abg', 'nya']","['Nyamandan', 'Congratulations', 'Going to', 'Healthy', 'Always', 'Create', 'ABG', 'His']",Nyamandan Congratulations Going to Healthy Always Create ABG His,positif,0.8271
"['driver', 'mantap', 'tepat', 'waktu']","['Driver', 'Great', 'Right', 'Time']",Driver Great Right Time,positif,0.6249
['nice'],['nice'],nice,positif,0.4215
"['kemudi', 'baik', 'sangat', 'ramah']","['steering', 'good', 'very', 'friendly']",steering good very friendly,positif,0.7501
"['sangat', 'baik', 'jalan']","['very', 'good', 'road']",very good road,positif,0.4927
"['mantap', 'cepat', 'bgt']","['great', 'fast', 'really']",great fast really,positif,0.6249
"['anda', 'bayar', 'pake', 'dana', 'link', 'aja', 'lebih', 'banyak', 'costumer']","['you', 'pay', 'use', 'Dana', 'Linkaja', 'more', 'many', 'Customer']",you pay use Dana Linkaja more many Customer,negatif,-0.1027
"['drevernya', 'is', 'the', 'best']","['the drever', 'is', 'The', 'Best']",the drever is The Best,positif,0.6369
"['the', 'best']","['The', 'Best']",The Best,positif,0.6369
"['berkatakata', 'puasssssa']","['Thanks to', 'Puasssssa']",Thanks to Puasssssa,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
"['sopir', 'nya', 'baik', 'ramah', 'mobil', 'nya', 'bersih']","['driver', 'his', 'good', 'friendly', 'car', '', 'clean']",driver his good friendly car  clean,positif,0.8316
"['kayan', 'baik', 'murah']","['kayan', 'good', 'cheap']",kayan good cheap,positif,0.4404
"['layan', 'bagusdriver', 'ramah']","['Layan', 'Bagusdriver', 'Friendly']",Layan Bagusdriver Friendly,positif,0.4939
['mantap'],['Excellent'],Excellent,positif,0.5719
"['layan', 'bagus']","['service', 'good']",service good,positif,0.4404
['bagus'],['Good'],Good,positif,0.4404
"['semangat', 'pak', 'doa', 'baik', 'buat', 'bapak']","['spirit', 'sir', 'prayer', 'good', 'make', 'father']",spirit sir prayer good make father,positif,0.5574
['ramah'],['friendly'],friendly,positif,0.4939
['good'],['good'],good,positif,0.4404
"['driver', 'sangat', 'sopan', 'jemput', 'sangat', 'cepat', 'ramah', 'baik', 'hati']","['driver', 'very', 'polite', 'pick up', 'very', 'fast', 'friendly', 'good', 'heart']",driver very polite pick up very fast friendly good heart,positif,0.7678
"['sangatt', 'ramah']","['very', 'friendly']",very friendly,positif,0.5413
['bagus'],['Good'],Good,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
"['is', 'the', 'best']","['is', 'The', 'Best']",is The Best,positif,0.6369
"['sangat', 'bagus', 'aplikasi']","['very', 'good', 'application']",very good application,positif,0.4927
"['mantap', 'driver']","['great', 'driver']",great driver,positif,0.6249
"['nyaman', 'aman', 'lancar']","['comfortable', 'safe', 'smooth']",comfortable safe smooth,positif,0.7351
['mantap'],['Excellent'],Excellent,positif,0.5719
['nyaman'],['comfortable'],comfortable,positif,0.5106
"['aq', 'suka', 'cara', 'kerja', 'sat', 'set']","['I', 'like', 'way', 'work', 'sat', 'set']",I like way work sat set,positif,0.3612
['mantap'],['Excellent'],Excellent,positif,0.5719
"['baik', 'sopan']","['good', 'polite']",good polite,positif,0.4404
"['drivernya', 'baik', 'harga', 'jangkau']","['the driver', 'good', 'price', 'reach']",the driver good price reach,positif,0.4588
['terimakasih'],['Thank You'],Thank You,positif,0.3612
"['drivernya', 'baik']","['the driver', 'good']",the driver good,positif,0.4404
"['sangat', 'bantu', 'sangat', 'baik', 'layan', 'nya']","['very', 'help', 'very', 'good', 'service', 'his']",very help very good service his,positif,0.7543
['bagus'],['Good'],Good,positif,0.4404
"['sangat', 'bantu']","['very', 'help']",very help,positif,0.4576
['keren'],['Cool'],Cool,positif,0.3182
"['baik', 'ramah']","['good', 'friendly']",good friendly,positif,0.7269
"['sangat', 'puas']",['very satisfied'],very satisfied,positif,0.4754
"['bapak', 'nya', 'ramah', 'ikhlas', 'layan', 'sehat', 'selalu', 'bpk']","['father', 'his', 'friendly', 'sincere', 'service', 'healthy', 'always', 'Mr.']",father his friendly sincere service healthy always Mr.,positif,0.8225
['baik'],['Good'],Good,positif,0.4404
['suka'],['Like'],Like,positif,0.3612
"['good', 'job']","['good', 'job']",good job,positif,0.4404
"['luar', 'biasa', 'manfaat']","['outside', 'ordinary', 'benefits']",outside ordinary benefits,positif,0.3818
"['baik', 'sekali']",['very well'],very well,positif,0.3384
['mantap'],['Excellent'],Excellent,positif,0.5719
"['pak', 'drivernya', 'sopan', 'ramah']","['sir', 'driver', 'polite', 'friendly']",sir driver polite friendly,positif,0.4939
['mantap'],['Excellent'],Excellent,positif,0.5719
"['terima', 'kasih']",['Thank You'],Thank You,positif,0.3612
"['sangat', 'baik', 'ramah']","['very', 'good', 'friendly']",very good friendly,positif,0.7698
"['tanggung', 'jawab', 'terimakasih']","['responsibility', 'answer', 'thank you']",responsibility answer thank you,positif,0.3612
"['sangat', 'bantu']","['very', 'help']",very help,positif,0.4576
['mantap'],['Excellent'],Excellent,positif,0.5719
['ramah'],['friendly'],friendly,positif,0.4939
['baik'],['Good'],Good,positif,0.4404
['good'],['good'],good,positif,0.4404
"['layan', 'sngt', 'baik', 'cepat']","['service', 'sngt', 'good', 'fast']",service sngt good fast,positif,0.4404
"['kerja', 'bagus', 'alhamdulillah', 'tanggung', 'jawab', 'nya', 'luar', 'biasa']","['work', 'good', 'Alhamdulillah', 'responsibility', 'answered', 'it', 'outside', 'ordinary']",work good Alhamdulillah responsibility answered it outside ordinary,positif,0.4404
"['sangat', 'ramah', 'sopan', 'tumpang']","['very', 'friendly', 'polite', 'overlapping']",very friendly polite overlapping,positif,0.5413
"['sangat', 'bantu', 'saat', 'pergi', 'tarif', 'sangat', 'murah']","['very', 'help', 'when', 'go', 'tariff', 'very', 'cheap']",very help when go tariff very cheap,positif,0.4576
"['sangat', 'bantu', 'sekali']","['very', 'help', 'once']",very help once,positif,0.4576
"['sangat', 'membantucuman', 'kalau', 'isi', 'saldo', 'non', 'tunai', 'lambat']","['Very', 'Help', 'If', 'Fill', 'Balance', 'Non', 'Cash', 'Cash', 'Slow']",Very Help If Fill Balance Non Cash Cash Slow,positif,0.4576
"['uhhh', 'baik', 'bangetttudh', 'anterdi', 'cariin', 'buss', 'lgi', 'mksh', 'bang']","['uhhh', 'good', 'really really', 'anterdi', 'look for', 'buss', 'lgi', 'mksh', 'bang']",uhhh good really really anterdi look for buss lgi mksh bang,positif,0.4404
"['oke', 'sip']","['okay', 'sip']",okay sip,positif,0.2263
['mantap'],['Excellent'],Excellent,positif,0.5719
"['sngat', 'baik']",['Very good'],Very good,positif,0.4927
"['layan', 'sangat', 'muas', 'terimakasih']","['Layan', 'Very', 'Muas', 'Thank you']",Layan Very Muas Thank you,positif,0.4173
['mantap'],['Excellent'],Excellent,positif,0.5719
"['supir', 'nya', 'ramah', 'bawa', 'sangat', 'hati', 'hati']","['driver', 'his', 'friendly', 'bring', 'very', 'heart', 'heart']",driver his friendly bring very heart heart,positif,0.4939
"['oke', 'bagus']","['okay', 'good']",okay good,positif,0.5859
"['orang', 'baik']",['good person'],good person,positif,0.4404
"['terimakasih', 'udah', 'bantu', 'sama', 'driver', 'baik']","['Thank you', 'already', 'help', 'the same', 'driver', 'good']",Thank you already help the same driver good,positif,0.7964
"['sangat', 'bagus', 'baik']","['very', 'good', 'good']",very good good,positif,0.7496
"['baik', 'terimakasih']","['Okay, thank you']",Okay thank you,positif,0.5267
"['semangat', 'bang']","['Spirit', 'Bang']",Spirit Bang,positif,0.1779
"['segera', 'tiba', 'ilham', 'motorcycle', 'warna', 'hitam', 'nopol', 'dtxy', 'rating']","['soon', 'arrive', 'inspiration', 'motorcycle', 'color', 'black', 'nopol', 'dtxy', 'rating']",soon arrive inspiration motorcycle color black nopol dtxy rating,positif,0.5267
"['drivernya', 'ramah', 'sekali']","['the driver', 'friendly', 'once']",the driver friendly once,positif,0.4939
"['driver', 'nya', 'ramah', 'sopan']","['Driver', 'his', 'friendly', 'polite']",Driver his friendly polite,positif,0.4939
"['sangat', 'baik', 'ramah']","['very', 'good', 'friendly']",very good friendly,positif,0.7698
"['alhamdulillah', 'baik']","['Alhamdulillah, fine']",Alhamdulillah fine,positif,0.2023
"['driver', 'ny', 'baik', 'baik', 'terimakasih', 'maxim']","['Driver', 'Ny', 'Good', 'Good', 'Thank you', 'Maxim']",Driver Ny Good Good Thank you Maxim,positif,0.8074
"['alhamdulillah', 'smpe', 'dngn', 'slmt', 'abang', 'nya', 'baik', 'dn', 'ramah', 'banget', 'deh']","['Alhamdulillah', 'until', 'with', 'SLMT', 'Abang', 'His', 'Good', 'and', 'Friendly', 'Really', 'deh']",Alhamdulillah until with SLMT Abang His Good and Friendly Really deh,positif,0.7269
['baik'],['Good'],Good,positif,0.4404
['mantap'],['Excellent'],Excellent,positif,0.5719
['nyaman'],['comfortable'],comfortable,positif,0.5106
"['terima', 'kasih', 'aplikasi', 'sangat', 'bantu', 'karna', 'penjemutn', 'tepat', 'waktu', 'dn', 'sangat', 'cepat', 'moga', 'makin', 'lebih', 'baik', 'lg', 'depan', 'nya', 'maxim', 'oke']","['accept', 'love', 'application', 'very', 'help', 'because', 'drying', 'right', 'time', 'with', 'very', 'fast', ''I hope ',' getting ',' more ',' good ',' lg ',' front ',' 'Maxim', 'okay']",accept love application very help because drying right time with very fast I hope  getting  more  good  lg  front  Maxim okay,positif,0.9521
"['layan', 'bagus']","['service', 'good']",service good,positif,0.4404
"['driver', 'top']","['Driver', 'Top']",Driver Top,positif,0.2023
"['makasih', 'banyak', 'pak', 'bambang', 'sehat', 'selalu', 'pak']","['thanks', 'many', 'sir', 'bambang', 'healthy', 'always', 'sir']",thanks many sir bambang healthy always sir,positif,0.6808
['aman'],['safe'],safe,positif,0.4404
['semangat'],['Spirit'],Spirit,positif,0.1779
['bagus'],['Good'],Good,positif,0.4404
"['aman', 'baik']","['safe', 'good']",safe good,positif,0.7003
"['driver', 'ramah']","['Driver', 'Friendly']",Driver Friendly,positif,0.4939
['puas'],['satisfied'],satisfied,positif,0.4215
['ramah'],['friendly'],friendly,positif,0.4939
"['driver', 'hebat', 'cerdas', 'komunikasi']","['Driver', 'Great', 'Smart', 'Communication']",Driver Great Smart Communication,positif,0.7783
['ramah'],['friendly'],friendly,positif,0.4939
"['bagus', 'dahhh']","['good', 'dahhh']",good dahhh,positif,0.4404
"['jemput', 'cepat', 'nyaman']","['pick up', 'fast', 'comfortable']",pick up fast comfortable,positif,0.5106
"['sangat', 'puas', 'antar', 'dgn', 'cepat']","['Very', 'satisfied', 'delivery', 'with', 'fast']",Very satisfied delivery with fast,positif,0.4754
"['good', 'job', 'pak']","['good', 'job', 'sir']",good job sir,positif,0.4404
"['good', 'job']","['good', 'job']",good job,positif,0.4404
"['masyaallah', 'luar', 'biasa', 'baik', 'bgt', 'abgnya', 'makas', 'yaa', 'bg', 'murah', 'rezeki', 'bg']","['Masyaallah', 'outside', 'ordinary', 'good', 'bgt', 'abg', 'makas', 'yaa', 'bg', 'cheap', 'fortune', 'bg']",Masyaallah outside ordinary good bgt abg makas yaa bg cheap fortune bg,positif,0.4404
"['cepat', 'ramah', 'drivernya']","['fast', 'friendly', 'driver']",fast friendly driver,positif,0.4939
['mantap'],['Excellent'],Excellent,positif,0.5719
"['layan', 'baik', 'driver', 'ramah', 'sopan']","['service', 'good', 'driver', 'friendly', 'polite']",service good driver friendly polite,positif,0.7269
"['layan', 'cepat', 'baik']","['service', 'fast', 'good']",service fast good,positif,0.4404
"['kemudi', 'nya', 'ramah', 'jalan', 'cepat']","['steering', '', 'friendly', 'walking', 'fast']",steering  friendly walking fast,positif,0.4939
['good'],['good'],good,positif,0.4404
['good'],['good'],good,positif,0.4404
['mantap'],['Excellent'],Excellent,positif,0.5719
"['driver', 'ny', 'baik']","['Driver', 'Ny', 'Good']",Driver Ny Good,positif,0.4404
"['aplikasi', 'baik', 'sangat', 'bantu', 'perlu', 'tambah', 'map', 'lebih', 'akurat', 'guna', 'terimakasih', 'maxim']","['application', 'good', 'very', 'help', 'need', 'added', 'map', 'more', 'accurate', 'use', 'thank you', 'maxim']",application good very help need added map more accurate use thank you maxim,positif,0.8251
['mantap'],['Excellent'],Excellent,positif,0.5719
"['moga', 'maximnya', 'selalu', 'amanah', 'krna', 'bantu', 'sekali']","['Moga', 'Maximnya', 'Always', 'Amanah', 'because', 'help', 'once']",Moga Maximnya Always Amanah because help once,positif,0.4019
"['driver', 'nya', 'asik', 'music', 'nya', 'enak']","['driver', '', 'cool', 'music', '', 'delicious']",driver  cool music  delicious,positif,0.7184
['baik'],['Good'],Good,positif,0.4404
"['pokok', 'sama', 'maxim', 'jalan', 'aman', 'amanah']","['principal', 'same', 'maxim', 'walk', 'safe', 'mandate']",principal same maxim walk safe mandate,positif,0.4404
"['suka', 'aplikasi', 'sebut', 'terimakasih']","['like', 'application', 'call', 'thank you']",like application call thank you,positif,0.6124
"['mobil', 'bersih', 'wangi', 'driver', 'sopan']","['car', 'clean', 'fragrant', 'driver', 'polite']",car clean fragrant driver polite,positif,0.4019
"['makasih', 'pak']","['thanks', 'sir']",thanks sir,positif,0.4404
"['susah', 'cr', 'maxim', 'klo', 'tempat']","['Difficult', 'Cr', 'Maxim', 'Klo', 'Place']",Difficult Cr Maxim Klo Place,negatif,-0.3612
['ramah'],['friendly'],friendly,positif,0.4939
"['terimakasih', 'pak', 'moga', 'rezeki', 'lancar', 'sehat', 'selalu', 'amin']","['Thank you', 'sir', 'Moga', 'fortune', 'smooth', 'healthy', 'always', 'amen']",Thank you sir Moga fortune smooth healthy always amen,positif,0.6369
['bagus'],['Good'],Good,positif,0.4404
['good'],['good'],good,positif,0.4404
"['the', 'best']","['The', 'Best']",The Best,positif,0.6369
"['driver', 'sangat', 'baik', 'sekali']","['Driver', 'Very', 'Good', 'very']",Driver Very Good very,positif,0.4927
['mantap'],['Excellent'],Excellent,positif,0.5719
"['layan', 'yg', 'baik', 'terima', 'kasih']","['Layan', 'YG', 'Good', 'Accept', 'Love']",Layan YG Good Accept Love,positif,0.8658
"['driver', 'ramah']","['Driver', 'Friendly']",Driver Friendly,positif,0.4939
"['ramah', 'nyaman']","['friendly', 'comfortable']",friendly comfortable,positif,0.7579
"['drivernya', 'sangat', 'ramah', 'thx', 'yah']","['the driver', 'very', 'friendly', 'thx', 'well']",the driver very friendly thx well,positif,0.8241
['good'],['good'],good,positif,0.4404
['nyaman'],['comfortable'],comfortable,positif,0.5106
"['layan', 'bagus']","['service', 'good']",service good,positif,0.4404
"['sangat', 'puas', 'paknya', 'ramah']","['very', 'satisfied', 'sir', 'friendly']",very satisfied sir friendly,positif,0.762
"['sangat', 'puas']",['very satisfied'],very satisfied,positif,0.4754
"['om', 'nya', 'sangat', 'ramah']","['uncle', 'his', 'very', 'friendly']",uncle his very friendly,positif,0.5413
['mantap'],['Excellent'],Excellent,positif,0.5719
['manfaat'],['benefit'],benefit,positif,0.4588
['bagus'],['Good'],Good,positif,0.4404
['mantap'],['Excellent'],Excellent,positif,0.5719
['bagus'],['Good'],Good,positif,0.4404
"['mantap', 'nyaman']","['great', 'comfortable']",great comfortable,positif,0.8126
"['makasih', 'antar', 'tuju', 'hati', 'jalan']","['thanks', 'intercourse', 'go to', 'heart', 'road']",thanks intercourse go to heart road,positif,0.4404
['mantap'],['Excellent'],Excellent,positif,0.5719
"['pernah', 'coba', 'daftar', 'kaspro', 'ntah', 'ga', 'terus', 'udah', 'coba', 'nomor', 'beda', 'tetap', 'sama', 'baik', 'maxim', 'pakai', 'ewalet', 'lainbank', 'digital', 'umum', 'orang', 'banyak', 'pakai', 'contoh', 'dana', 'shopeepay', 'seabank', 'pakai', 'saldo', 'maxim', 'sendiri', 'isi', 'alfamart', 'atau', 'indomaretminusnya', 'yakin', 'akn', 'tarik', 'lebih', 'byk', 'pnumpang', 'realisasi', 'udah', 'langgan', 'maxim', 'maxim', 'hampir', 'perfect']","['ever', 'try', 'list', 'kaspro', 'right', 'no', 'continue', 'already', 'try', 'number', 'different', 'still', ''Same ',' good ',' Maxim ',' use ',' ewalet ',' otherbank ',' digital ',' general ',' general ',' people ',' many ',' many ',' many ',' examples', 'funds',' funds', 'Shopeepay', 'Seabank', 'Use', 'Balance', 'Maxim', 'Alone', 'Fill', 'Alfamart', 'or', 'Indomaretminus', 'sure', 'Akn', ','Pull ',' more ',' byk ',' Pnumpang ',' Realization ',' Already ',' Langgan ',' Maxim ',' Maxim ',' Almost ',' Perfect ']",ever try list kaspro right no continue already try number different still Same  good  Maxim  use  ewalet  otherbank  digital  general  general  people  many  many  many  examples funds funds Shopeepay Seabank Use Balance Maxim Alone Fill Alfamart or Indomaretminus sure Akn Pull  more  byk  Pnumpang  Realization  Already  Langgan  Maxim  Maxim  Almost  Perfect ,positif,0.6915
"['sangat', 'bantu', 'untu', 'cepat', 'cari', 'taksi']","['very', 'help', 'for', 'fast', 'search', 'taxi']",very help for fast search taxi,positif,0.4576
['baik'],['Good'],Good,positif,0.4404
"['ramah', 'sopan', 'nyupir', 'nya', 'safety', 'banget', 'mobil', 'nya', 'enak', 'bersih', 'paham', 'rute', 'cepat']","['friendly', 'polite', 'driving', '', 'safety', 'really', 'car', 'car', 'cars', 'tasty', 'clean', 'clean', 'understand', 'route', ','fast']",friendly polite driving  safety really car car cars tasty clean clean understand route fast,positif,0.886
['mantap'],['Excellent'],Excellent,positif,0.5719
"['bapak', 'baik']","['father', 'good']",father good,positif,0.4404
"['sangat', 'ramah']","['very', 'friendly']",very friendly,positif,0.5413
"['driver', 'ny', 'ramahbwa', 'mobil', 'ny', 'tenang', 'sklithe', 'best', 'bgt', 'buat', 'driver', 'nya']","['Driver', 'Ny', 'Friendly', 'Car', 'Ny', 'Calm', 'Sklithe', 'Best', 'Best', 'Bgt', 'Create', 'Driver', 'His']",Driver Ny Friendly Car Ny Calm Sklithe Best Best Bgt Create Driver His,positif,0.9432
['bagus'],['Good'],Good,positif,0.4404
"['baik', 'sekali']",['very well'],very well,positif,0.3384
['nyaman'],['comfortable'],comfortable,positif,0.5106
"['terima', 'kasih', 'divers', 'maxim']","['accept', 'love', 'divers', 'maxim']",accept love divers maxim,positif,0.7783
"['fast', 'semua', 'poko', 'ramah', 'kurir']","['Fast', 'All', 'Poko', 'Friendly', 'Courier']",Fast All Poko Friendly Courier,positif,0.4939
"['mantap', 'jiwa']","['great', 'soul']",great soul,positif,0.6249
['bagus'],['Good'],Good,positif,0.4404
"['satsetsopan', 'mantap']","['Satetsopan', 'Great']",Satetsopan Great,positif,0.6249
"['baik', 'ramah']","['good', 'friendly']",good friendly,positif,0.7269
"['drever', 'nya', 'sangat', 'ramah', 'baik']","['Drever', 'His', 'Very', 'Friendly', 'Good']",Drever His Very Friendly Good,positif,0.7698
"['layan', 'nya', 'bagus']","['service', 'it', 'good']",service it good,positif,0.4404
['baik'],['Good'],Good,positif,0.4404
"['harga', 'jangkau', 'aman', 'percaya']","['price', 'reach', 'safe', 'believe']",price reach safe believe,positif,0.4588
['bagus'],['Good'],Good,positif,0.4404
"['good', 'job']","['good', 'job']",good job,positif,0.4404
"['driver', 'baik']","['Driver', 'Good']",Driver Good,positif,0.4404
"['layan', 'baik']","['Layan', 'Good']",Layan Good,positif,0.4404
"['abang', 'nya', 'humble', 'banget', 'seriusss', 'ramah', 'layan', 'nya', 'top', 'bangett', 'jarang', 'dpt', 'act', 'of', 'service', 'bawa', 'motor', 'nya', 'bikin', 'nyaman', 'makasihh', 'bangg', 'tadi', 'betul', 'kurang', 'mood', 'jadi', 'mood', 'grgr', 'abang', 'nya', 'wkwk', 'sehat', 'sehat', 'abang', 'maksim', 'layan', 'nya', 'top']","['brother', 'his', 'humble', 'really', 'serious', 'friendly', 'service', 'his', 'top', 'really', 'rarely', 'DPT', ','Act ',' of ',' Service ',' Bring ',' Motor ',' Motor ',' Make ',' Comfortable ',' Thanks', 'Bangg', 'Earlier', 'right', 'Less', 'Mood', 'So', 'Mood', 'Grgr', 'Abang', 'His', 'Wkwk', 'Healthy', 'Healthy', 'Healthy', 'Abang', 'Maxims', 'Layan', ','',' Top ']",brother his humble really serious friendly service his top really rarely DPT Act  of  Service  Bring  Motor  Motor  Make  Comfortable  Thanks Bangg Earlier right Less Mood So Mood Grgr Abang His Wkwk Healthy Healthy Healthy Abang Maxims Layan  Top ,positif,0.9571
['baik'],['Good'],Good,positif,0.4404
['mantap'],['Excellent'],Excellent,positif,0.5719
"['sangat', 'puas']",['very satisfied'],very satisfied,positif,0.4754
['mantap'],['Excellent'],Excellent,positif,0.5719
['baik'],['Good'],Good,positif,0.4404
"['layan', 'sangat', 'ramah', 'driver', 'nya']","['Layan', 'Very', 'Friendly', 'Driver', 'His']",Layan Very Friendly Driver His,positif,0.5413
['aktif'],['active'],active,positif,0.4019
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
