content,tokenized_text,processed_text,translated_text,vader_sentiment
JELEK BAGUSAN GRAB SAMA GOJEK,"['jelek', 'bagusan', 'grab', 'sama', 'gojek']","['jelek', 'bagus', 'grab', 'sama', 'gojek']","['ugly', 'good', 'grab', 'same', 'gojek']",
Aplikasi yang buruk menyedot saldo sembarangan padahal pengemudi yang meminta cancel tetapi saldo terpotong habis tidak dikembalikan sangat kecewa sekali untuk pelayanannya dan pengisian saldonya lama masuk menjadi,"['aplikasi', 'yang', 'buruk', 'menyedot', 'saldo', 'sembarangan', 'padahal', 'pengemudi', 'yang', 'meminta', 'cancel', 'tetapi', 'saldo', 'terpotong', 'habis', 'tidak', 'dikembalikan', 'sangat', 'kecewa', 'sekali', 'untuk', 'pelayanannya', 'dan', 'pengisian', 'saldonya', 'lama', 'masuk', 'menjadi']","['aplikasi', 'buruk', 'sedot', 'saldo', 'sembarang', 'padahal', 'kemudi', 'minta', 'cancel', 'saldo', 'potong', 'habis', 'kembali', 'sangat', 'kecewa', 'sekali', 'layan', 'isi', 'saldo', 'lama', 'masuk', 'jadi']","['applications', 'bad', 'suction', 'balance', 'just any', 'even though', 'steering', 'ask', 'cancel', 'balance', 'cut', 'finished', ','back ',' very ',' disappointed ',' once ',' service ',' content ',' balance ',' old ',' enter ',' so ']",negatif
Tolong donk Maxim kaya applikasi gojek dan grab Masa dapat cs pada jauh2 dan deket2 ga pernah dapat Tolong donk buat server nya uptade ya kaya gojek sama grab donk Ini mah sengsara buat kita kalau jauh dan kebanyakan driver pada masuk ke apk ini,"['tolong', 'donk', 'maxim', 'kaya', 'applikasi', 'gojek', 'dan', 'grab', 'masa', 'dapat', 'cs', 'pada', 'jauh', 'dan', 'deket', 'ga', 'pernah', 'dapat', 'tolong', 'donk', 'buat', 'server', 'nya', 'uptade', 'ya', 'kaya', 'gojek', 'sama', 'grab', 'donk', 'ini', 'mah', 'sengsara', 'buat', 'kita', 'kalau', 'jauh', 'dan', 'kebanyakan', 'driver', 'pada', 'masuk', 'ke', 'apk', 'ini']","['donk', 'maxim', 'kaya', 'applikasi', 'gojek', 'grab', 'masa', 'cs', 'jauh', 'deket', 'ga', 'pernah', 'donk', 'buat', 'server', 'nya', 'uptade', 'kaya', 'gojek', 'sama', 'grab', 'donk', 'mah', 'sengsara', 'buat', 'kalau', 'jauh', 'banyak', 'driver', 'masuk', 'apk']","['Donk', 'Maxim', 'Rich', 'Application', 'Gojek', 'Grab', 'Time', 'CS', 'far', 'close', 'Ga', 'Never', ','Donk ',' Create ',' Server ','nya', 'Uptade', 'Rich', 'Gojek', 'Same', 'Grab', 'Donk', 'Mah', 'Mah', 'Miss', 'Create', 'If', 'far', 'many', 'drivers', 'enter', 'apk']",positif
Kenapa saat lengkapi data profil selalu error entah dibilang tanggal lahir salah lah padahal saya belum isi tanggal lahir saya tapi udah dikatain salah,"['kenapa', 'saat', 'lengkapi', 'data', 'profil', 'selalu', 'error', 'entah', 'dibilang', 'tanggal', 'lahir', 'salah', 'lah', 'padahal', 'saya', 'belum', 'isi', 'tanggal', 'lahir', 'saya', 'tapi', 'udah', 'dikatain', 'salah']","['lengkap', 'data', 'profil', 'selalu', 'error', 'entah', 'bilang', 'tanggal', 'lahir', 'salah', 'lah', 'padahal', 'isi', 'tanggal', 'lahir', 'udah', 'dikatain', 'salah']","['complete', 'data', 'profile', 'always', 'error', 'either', 'say', 'date', 'born', 'wrong', 'lah', 'even though', ','Fill ',' date ',' born ',' already ',' said ',' wrong ']",negatif
"Orderan food susah dapat driver, mau di cancel gak bisa.","['orderan', 'food', 'susah', 'dapat', 'driver', 'mau', 'di', 'cancel', 'gak', 'bisa']","['order', 'food', 'susah', 'driver', 'mau', 'cancel', 'gak']","['order', 'food', 'difficult', 'driver', 'want', 'cancel', 'no']",
gk jelas,"['gk', 'jelas']","['gk', 'jelas']","['gk', 'explained']",
"Tolong dong maps nya di perbaiki, ini sebenernya aplikasi membantu banget tapi maps nya ajaa sih menurut saya","['tolong', 'dong', 'maps', 'nya', 'di', 'perbaiki', 'ini', 'sebenernya', 'aplikasi', 'membantu', 'banget', 'tapi', 'maps', 'nya', 'ajaa', 'sih', 'menurut', 'saya']","['dong', 'maps', 'nya', 'baik', 'sebenernya', 'aplikasi', 'bantu', 'banget', 'maps', 'nya', 'ajaa', 'sih']","['dong', 'maps', 'it', 'good', 'actually', 'application', 'help', 'really', 'maps', '', 'just', 'anyway']",
"Masa iya 2 tujuan juga kalo nunggu konsumen dihitung permenitnya berapa rebu, kalo gitu ga usah buat 2 tujuan. Terus lagi nih ya maps nya kaga jelas. Tujuan kemana diputerin kemana² adehhhh","['masa', 'iya', 'tujuan', 'juga', 'kalo', 'nunggu', 'konsumen', 'dihitung', 'permenitnya', 'berapa', 'rebu', 'kalo', 'gitu', 'ga', 'usah', 'buat', 'tujuan', 'terus', 'lagi', 'nih', 'ya', 'maps', 'nya', 'kaga', 'jelas', 'tujuan', 'kemana', 'diputerin', 'kemana', 'adehhhh']","['masa', 'iya', 'tuju', 'kalo', 'nunggu', 'konsumen', 'hitung', 'menit', 'berapa', 'rebu', 'kalo', 'gitu', 'ga', 'usah', 'buat', 'tuju', 'terus', 'nih', 'maps', 'nya', 'kaga', 'jelas', 'tuju', 'diputerin', 'adehhhh']","['period', 'yes', 'go to', 'if', 'wait', 'consumer', 'calculate', 'minute', 'how much', 'rebu', 'if', 'so', ','No ',' need ',' make ',' go to ',' continue ',' here ',' maps', 'it', 'kaga', 'explained', 'go to', 'diputerin', 'Adehhhh']",
"Kurang tepat estimasi waktunya, katanya 2 menit padahal bisa sampe 5 menit baru sampe","['kurang', 'tepat', 'estimasi', 'waktunya', 'katanya', 'menit', 'padahal', 'bisa', 'sampe', 'menit', 'baru', 'sampe']","['kurang', 'tepat', 'estimasi', 'waktu', 'kata', 'menit', 'padahal', 'sampe', 'menit', 'baru', 'sampe']","['Less', 'right', 'estimated', 'time', 'said', 'minutes', 'even though', 'until', 'minutes', 'new', 'until']",
"Kecewa apalagi Maxim Pandeglang, susah dapetin mobil lama😠😠😠😠","['kecewa', 'apalagi', 'maxim', 'pandeglang', 'susah', 'dapetin', 'mobil', 'lama']","['kecewa', 'maxim', 'pandeglang', 'susah', 'dapetin', 'mobil', 'lama']","['Disappointed', 'Maxim', 'Pandeglang', 'Difficult', 'Getting', 'Car', 'Old']",
"Knapa punyaku ga bisa isi data diri si? Kasian drivernya kalo dpet orderan bingung dong ini yang order cwe ato cowo.. Tolong dong harus gmana, udah coba di sett juga ttep ngga bisa","['knapa', 'punyaku', 'ga', 'bisa', 'isi', 'data', 'diri', 'si', 'kasian', 'drivernya', 'kalo', 'dpet', 'orderan', 'bingung', 'dong', 'ini', 'yang', 'order', 'cwe', 'ato', 'cowo', 'tolong', 'dong', 'harus', 'gmana', 'udah', 'coba', 'di', 'sett', 'juga', 'ttep', 'ngga', 'bisa']","['knapa', 'punya', 'ga', 'isi', 'data', 'diri', 'si', 'kasi', 'drivernya', 'kalo', 'dpet', 'order', 'bingung', 'dong', 'order', 'cwe', 'ato', 'cowo', 'dong', 'gmana', 'udah', 'coba', 'sett', 'ttep', 'ngga']","['why', 'have', 'no', 'fill', 'data', 'self', 'si', 'kasi', 'driver', 'if', 'DPET', 'Order', ','Confused ',' Dong ',' Order ',' Cwe ',' Ato ',' Guys', 'Dong', 'How', 'Already', 'Try', 'Sett', 'Ttep', 'No']",
Minta tlng diperhatikan lg akun pengemudi soalnya saya ditipu sama Muhammad ridho pratama naik kendaraan pcx merah tp di maxim dia make akun robby Rustamadji,"['minta', 'tlng', 'diperhatikan', 'lg', 'akun', 'pengemudi', 'soalnya', 'saya', 'ditipu', 'sama', 'muhammad', 'ridho', 'pratama', 'naik', 'kendaraan', 'pcx', 'merah', 'tp', 'di', 'maxim', 'dia', 'make', 'akun', 'robby', 'rustamadji']","['minta', 'tlng', 'perhati', 'lg', 'akun', 'kemudi', 'soal', 'tipu', 'sama', 'muhammad', 'ridho', 'pratama', 'naik', 'kendara', 'pcx', 'merah', 'tp', 'maxim', 'make', 'akun', 'robby', 'rustamadji']","['Ask', 'tlng', 'pay attention', 'lg', 'account', 'steering', 'about', 'trickery', 'same', 'Muhammad', 'Ridho', 'Pratama', ','Ride ',' Kendara ',' PCX ',' Red ',' TP ',' Maxim ',' Make ',' Account ',' Robby ',' Rustamadji ']",negatif
tidak berguna dikota sambas tidak bisa pesan makanan👎👎👎👎👎👎👎👎👎,"['tidak', 'berguna', 'dikota', 'sambas', 'tidak', 'bisa', 'pesan', 'makanan']","['guna', 'kota', 'sambas', 'pesan', 'makan']","['Guna', 'City', 'Sambas', 'Message', 'Eating']",
Pengendara Maxim kalo jalan kurang berhati-hati pernah terjadinya nerobos rambu lalu lintas dan membahayakan pengendara lain,"['pengendara', 'maxim', 'kalo', 'jalan', 'kurang', 'berhatihati', 'pernah', 'terjadinya', 'nerobos', 'rambu', 'lalu', 'lintas', 'dan', 'membahayakan', 'pengendara', 'lain']","['kendara', 'maxim', 'kalo', 'jalan', 'kurang', 'berhatihati', 'pernah', 'jadi', 'nerobos', 'rambu', 'lalu', 'lintas', 'bahaya', 'kendara']","['Kendara', 'Maxim', 'If', 'Way', 'Less',' Being Training ',' Never ',' So ',' Nerobos', 'Rambu', 'Rambu', 'Then', 'Cross','danger ',' Kendara ']",
"Jelek banget, mau ganti nama malah muncul tanggal lahir salah, lha apk aneh","['jelek', 'banget', 'mau', 'ganti', 'nama', 'malah', 'muncul', 'tanggal', 'lahir', 'salah', 'lha', 'apk', 'aneh']","['jelek', 'banget', 'mau', 'ganti', 'nama', 'malah', 'muncul', 'tanggal', 'lahir', 'salah', 'lha', 'apk', 'aneh']","['ugly', 'really', 'want', 'change', 'name', 'instead', 'appeared', 'date', 'born', 'wrong', 'lha', 'apk', ''Strange']",
"Delay waktu top up sampai wallet terisi terlalu lama,dan opsi pembayaran digital belum tersedia untuk pemesanan makanan","['delay', 'waktu', 'top', 'up', 'sampai', 'wallet', 'terisi', 'terlalu', 'lamadan', 'opsi', 'pembayaran', 'digital', 'belum', 'tersedia', 'untuk', 'pemesanan', 'makanan']","['delay', 'waktu', 'top', 'up', 'wallet', 'isi', 'terlalu', 'lamadan', 'opsi', 'bayar', 'digital', 'sedia', 'mesan', 'makan']","['delay', 'time', 'top', 'up', 'wallet', 'content', 'too', 'lamadan', 'option', 'pay', 'digital', 'ready', ','Mesan ',' eat ']",
Order di mana tujuan kemana pt tak bertanggung jawab.,"['order', 'di', 'mana', 'tujuan', 'kemana', 'pt', 'tak', 'bertanggung', 'jawab']","['order', 'mana', 'tuju', 'pt', 'tak', 'tanggung', 'jawab']","['order', 'where', 'go to', 'PT', 'no', 'responsibility', 'answered']",
"bpk , nya ramah dan bersahabat","['bpk', 'nya', 'ramah', 'dan', 'bersahabat']","['bpk', 'nya', 'ramah', 'sahabat']","['Bpk', 'His', 'Friendly', 'Friend']",
Pengalaman terburuk‼️ Saya pesan ojek motor dan langsung di bayar di aplikasi dengan buaya 18.000. Tapi tukang ojek nya minta lagi 25.000. Pas pasan yg ada di tangan saya anjirrrrr... Fak lah kata gue teh!! Mana gak mau minjemin helm dengan alasan takut ada tukang ojek pangkalan ....🐷🐶💩,"['pengalaman', 'terburuk', 'saya', 'pesan', 'ojek', 'motor', 'dan', 'langsung', 'di', 'bayar', 'di', 'aplikasi', 'dengan', 'buaya', 'tapi', 'tukang', 'ojek', 'nya', 'minta', 'lagi', 'pas', 'pasan', 'yg', 'ada', 'di', 'tangan', 'saya', 'anjirrrrr', 'fak', 'lah', 'kata', 'gue', 'teh', 'mana', 'gak', 'mau', 'minjemin', 'helm', 'dengan', 'alasan', 'takut', 'ada', 'tukang', 'ojek', 'pangkalan']","['alam', 'buruk', 'pesan', 'ojek', 'motor', 'langsung', 'bayar', 'aplikasi', 'buaya', 'tukang', 'ojek', 'nya', 'minta', 'pas', 'pas', 'yg', 'tangan', 'anjirrrrr', 'fak', 'lah', 'kata', 'gue', 'teh', 'mana', 'gak', 'mau', 'minjemin', 'helm', 'alas', 'takut', 'tukang', 'ojek', 'pangkal']","['nature', 'bad', 'message', 'motorcycle taxi', 'motorcycle', 'direct', 'pay', 'application', 'crocodile', 'handyman', 'motorcycle taxi', 'its', ','Ask ',' fitting ',' right ',' YG ',' Hand ',' Anjirrrrrr ',' Fak ',' Lah ',' said ',' I ',' Teh ',' where ',' not ', 'Want', 'Minjemin', 'Helm', 'Alas', 'Fear', 'Tukang', 'Ojek', 'Pangkal']",positif
Map aplikasi jelek,"['map', 'aplikasi', 'jelek']","['map', 'aplikasi', 'jelek']","['map', 'application', 'ugly']",
Susah utk nyari alamat karna harus pakai nama jalan ribettt!!!!,"['susah', 'utk', 'nyari', 'alamat', 'karna', 'harus', 'pakai', 'nama', 'jalan', 'ribettt']","['susah', 'utk', 'nyari', 'alamat', 'karna', 'pakai', 'nama', 'jalan', 'ribettt']","['difficult', 'make', 'find', 'address', 'because', 'use', 'name', 'walk', 'complicated']",
"Buruk tidak jelas, blm dikasih rincian harga makanannya+ongkir+dkk tiba2 udah memesan aja udah gitu gk bisa dibatalkan. Aplikasi merugikan!!!!","['buruk', 'tidak', 'jelas', 'blm', 'dikasih', 'rincian', 'harga', 'makanannyaongkirdkk', 'tiba', 'udah', 'memesan', 'aja', 'udah', 'gitu', 'gk', 'bisa', 'dibatalkan', 'aplikasi', 'merugikan']","['buruk', 'jelas', 'blm', 'kasih', 'rincian', 'harga', 'makanannyaongkirdkk', 'tiba', 'udah', 'mes', 'aja', 'udah', 'gitu', 'gk', 'batal', 'aplikasi', 'rugi']","['bad', 'clear', 'blm', 'love', 'details', 'price', 'the food shipping et al', 'arrived', 'already', 'pervert', 'just', 'already', 'so', 'gk', 'canceled', 'application', 'loss']",
"Rp. 10.500 dapet apa???!!! Kasihan driver CARnya!!! Beras aja Rp. 18.000/liter. Pertalite Rp. 10.000/liter. 1 porsi bakso Rp. 18.000 Aplikator SAMPAH,, tidak memikirkan KESEJAHTERAAN DRIVER!!!😡😡😡😡😡","['rp', 'dapet', 'apa', 'kasihan', 'driver', 'carnya', 'beras', 'aja', 'rp', 'liter', 'pertalite', 'rp', 'liter', 'porsi', 'bakso', 'rp', 'aplikator', 'sampah', 'tidak', 'memikirkan', 'kesejahteraan', 'driver']","['rp', 'dapet', 'apa', 'kasihan', 'driver', 'carnya', 'beras', 'aja', 'rp', 'liter', 'pertalite', 'rp', 'liter', 'porsi', 'bakso', 'rp', 'aplikator', 'sampah', 'pikir', 'sejahtera', 'driver']","['Rp', 'get', 'what', 'sorry', 'driver', 'car', 'rice', 'just', 'Rp', 'liter', 'pertalite', 'Rp', '', ','Liter ',' portion ',' meatball ',' Rp ',' applicator ',' garbage ',' thought ',' prosperous', 'driver']",
Sangat buruk.. Ketika pesan makanan harus sampe 2 jam baru ada yang ambil orderan. Selak mati nunggu pesanan makanan sampe.,"['sangat', 'buruk', 'ketika', 'pesan', 'makanan', 'harus', 'sampe', 'jam', 'baru', 'ada', 'yang', 'ambil', 'orderan', 'selak', 'mati', 'nunggu', 'pesanan', 'makanan', 'sampe']","['sangat', 'buruk', 'pesan', 'makan', 'sampe', 'jam', 'baru', 'ambil', 'order', 'selak', 'mati', 'nunggu', 'pesan', 'makan', 'sampe']","['very', 'bad', 'message', 'eating', 'sampe', 'clock', 'new', 'take', 'order', 'do', 'dead', 'waiting', ''Order ',' eat ',' sampe ']",
"Kaspro gk jelas, di isi sekian yg masuk beda sama yg di isi","['kaspro', 'gk', 'jelas', 'di', 'isi', 'sekian', 'yg', 'masuk', 'beda', 'sama', 'yg', 'di', 'isi']","['kaspro', 'gk', 'jelas', 'isi', 'sekian', 'yg', 'masuk', 'beda', 'sama', 'yg', 'isi']","['kaspro', 'gk', 'clear', 'content', 'so', 'that', 'enter', 'different', 'the same', 'yang', 'contents']",
Untuk minta jemputan bagus cepat mines ny order makanan pengemudinya banyak gak mau nerima orderan,"['untuk', 'minta', 'jemputan', 'bagus', 'cepat', 'mines', 'ny', 'order', 'makanan', 'pengemudinya', 'banyak', 'gak', 'mau', 'nerima', 'orderan']","['minta', 'jemput', 'bagus', 'cepat', 'mes', 'ny', 'order', 'makan', 'mud', 'banyak', 'gak', 'mau', 'nerima', 'order']","['Ask', 'pick up', 'good', 'fast', 'mes', 'ny', 'order', 'eating', 'mud', 'many', 'no', 'want', ','accept ',' order ']",
"Maxim telor gmna mau ngorder aplikasi butuh kode verifikasi tapi gak muncul2 kodenya hancurlah perusahaan mu telor kalok kek gini, ngapain pake kode2 alhasil saya gak jadi ngorder saya pakai gojek aja,tolong hapus kode verifikasi itu bikin susah aja","['maxim', 'telor', 'gmna', 'mau', 'ngorder', 'aplikasi', 'butuh', 'kode', 'verifikasi', 'tapi', 'gak', 'muncul', 'kodenya', 'hancurlah', 'perusahaan', 'mu', 'telor', 'kalok', 'kek', 'gini', 'ngapain', 'pake', 'kode', 'alhasil', 'saya', 'gak', 'jadi', 'ngorder', 'saya', 'pakai', 'gojek', 'ajatolong', 'hapus', 'kode', 'verifikasi', 'itu', 'bikin', 'susah', 'aja']","['maxim', 'telor', 'gmna', 'mau', 'ngorder', 'aplikasi', 'butuh', 'kode', 'verifikasi', 'gak', 'muncul', 'kode', 'hancur', 'usaha', 'mu', 'telor', 'kalok', 'kek', 'gin', 'ngapain', 'pake', 'kode', 'alhasil', 'gak', 'jadi', 'ngorder', 'pakai', 'gojek', 'ajatolong', 'hapus', 'kode', 'verifikasi', 'bikin', 'susah', 'aja']","['Maxim', 'egg', 'gmna', 'want', 'ngorder', 'application', 'need', 'code', 'verification', 'no', 'appeared', 'code', ','Destroyed ',' business', 'mu', 'egg', 'kalok', 'kek', 'gin', 'what are you doing', 'use', 'code', 'as a result', 'no', 'so', 'Ngorder', 'use', 'Gojek', 'Ajatolong', 'Delete', 'Code', 'Verification', 'Make', 'Difficult', 'Just']]",
Alamatnya ga lengkap... banyak yang ga ada... TOLONG DI PERBAIKI DONG MAXIMMMM,"['alamatnya', 'ga', 'lengkap', 'banyak', 'yang', 'ga', 'ada', 'tolong', 'di', 'perbaiki', 'dong', 'maximmmm']","['alamat', 'ga', 'lengkap', 'banyak', 'ga', 'baik', 'dong', 'maximmmm']","['address', 'no', 'complete', 'many', 'no', 'good', 'dong', 'maximum']",
"log in aja sms gak masuk, minimal udah updgrade bisa kirim ke wa","['log', 'in', 'aja', 'sms', 'gak', 'masuk', 'minimal', 'udah', 'updgrade', 'bisa', 'kirim', 'ke', 'wa']","['log', 'in', 'aja', 'sms', 'gak', 'masuk', 'minimal', 'udah', 'updgrade', 'kirim', 'wa']","['log', 'in', 'just', 'sms', 'no', 'enter', 'minimal', 'already', 'updgrade', 'send', 'wa']",
Drivernya Buruk Dan Masa Naik Maxim yang mobil terus Orangnya Kelebihan 1 aja dikenai Charge emangnya naik travel ada chargenya tolong pihak maxim segera menindak lanjuti driver yang kayak gitu.🙏🙏🙏jangan sampai terjadi kepada customer maxim yang lain.,"['drivernya', 'buruk', 'dan', 'masa', 'naik', 'maxim', 'yang', 'mobil', 'terus', 'orangnya', 'kelebihan', 'aja', 'dikenai', 'charge', 'emangnya', 'naik', 'travel', 'ada', 'chargenya', 'tolong', 'pihak', 'maxim', 'segera', 'menindak', 'lanjuti', 'driver', 'yang', 'kayak', 'gitujangan', 'sampai', 'terjadi', 'kepada', 'customer', 'maxim', 'yang', 'lain']","['drivernya', 'buruk', 'masa', 'naik', 'maxim', 'mobil', 'terus', 'orang', 'lebih', 'aja', 'kena', 'charge', 'emang', 'naik', 'travel', 'chargenya', 'pihak', 'maxim', 'segera', 'tindak', 'lanjut', 'driver', 'kayak', 'gitujangan', 'jadi', 'customer', 'maxim']","['the driver', 'bad', 'time', 'rise', 'maxim', 'car', 'continue', 'people', 'more', 'just', 'hit', 'charge', ','indeed ',' go up ',' travel ',' charger ',' party ',' maxim ',' soon ',' act ',' continue ',' driver ',' like ',' gitujangan ',' so 'so', 'Customer', 'Maxim']",positif
"Maksim sitemnya parah masa orderan disekitar GK ada,giliran pindah lokasi muncul orderan di sekitar spot yg tadi kita berhenti nyari penumpang,bokbrok sekali sitemnya lama"" klw Kya gini kapan bersaing Ama aplikator yg udh lama dan pya nama besar seperti GOjak dan grab.","['maksim', 'sitemnya', 'parah', 'masa', 'orderan', 'disekitar', 'gk', 'adagiliran', 'pindah', 'lokasi', 'muncul', 'orderan', 'di', 'sekitar', 'spot', 'yg', 'tadi', 'kita', 'berhenti', 'nyari', 'penumpangbokbrok', 'sekali', 'sitemnya', 'lama', 'klw', 'kya', 'gini', 'kapan', 'bersaing', 'ama', 'aplikator', 'yg', 'udh', 'lama', 'dan', 'pya', 'nama', 'besar', 'seperti', 'gojak', 'dan', 'grab']","['maksim', 'sitemnya', 'parah', 'masa', 'order', 'sekitar', 'gk', 'adagiliran', 'pindah', 'lokasi', 'muncul', 'order', 'spot', 'yg', 'tadi', 'henti', 'nyari', 'penumpangbokbrok', 'sekali', 'sitemnya', 'lama', 'klw', 'kya', 'gin', 'kapan', 'saing', 'ama', 'aplikator', 'yg', 'udh', 'lama', 'pya', 'nama', 'besar', 'gojak', 'grab']","['maxim', 'system', 'severe', 'period', 'order', 'around', 'gk', 'adagiliran', 'move', 'location', 'appeared', 'order', ''Spot ',' YG ',' earlier ',' stop ',' find ',' passengers ',' once ',' systems ',' old ',' klw ',' kya ',' gin ',' when 'when', 'Competitive', 'Ama', 'Applicator', 'Yang', 'Udh', 'Lama', 'Pya', 'Name', 'Great', 'Great', 'Grab']",negatif
"Gak bisa melengkapi profil,knp ya...? Kan kasihkan driver nya jika nyari2gak ada nama orangnya","['gak', 'bisa', 'melengkapi', 'profilknp', 'ya', 'kan', 'kasihkan', 'driver', 'nya', 'jika', 'nyarigak', 'ada', 'nama', 'orangnya']","['gak', 'lengkap', 'profilknp', 'kan', 'kasih', 'driver', 'nya', 'nyarigak', 'nama', 'orang']","['no', 'complete', 'KNP profile', 'right', 'love', 'the driver', 'looking for it', 'name', 'people']",
Cari titik lokasi tujuan gak nemu Nemu auto uninstall,"['cari', 'titik', 'lokasi', 'tujuan', 'gak', 'nemu', 'nemu', 'auto', 'uninstall']","['cari', 'titik', 'lokasi', 'tuju', 'gak', 'nemu', 'nemu', 'auto', 'uninstall']","['Search', 'dot', 'location', 'go to', 'no', 'find', 'find', 'auto', 'uninstall']",
Semenjak ganti HP saya tidak bisa log in.. kode verifikasi tidak di kirim sampai berulang minta kode verivikasi tidak di kirim juga,"['semenjak', 'ganti', 'hp', 'saya', 'tidak', 'bisa', 'log', 'in', 'kode', 'verifikasi', 'tidak', 'di', 'kirim', 'sampai', 'berulang', 'minta', 'kode', 'verivikasi', 'tidak', 'di', 'kirim', 'juga']","['semenjak', 'ganti', 'hp', 'log', 'in', 'kode', 'verifikasi', 'kirim', 'ulang', 'minta', 'kode', 'verivikasi', 'kirim']","['since', 'change', 'hp', 'log', 'in', 'code', 'verification', 'send', 'repeat', 'ask', 'code', 'verification', ','Send']",
Aplikasi lambat,"['aplikasi', 'lambat']","['aplikasi', 'lambat']","['application', 'slow']",
Buruk dan cara login yang ribett,"['buruk', 'dan', 'cara', 'login', 'yang', 'ribett']","['buruk', 'cara', 'login', 'ribett']","['bad', 'way', 'login', 'compassion']",
penumpang ramah,"['penumpang', 'ramah']","['tumpang', 'ramah']","['Overlapping', 'Friendly']",
Knapa saat lengkapi profil tidak bisa ya?,"['knapa', 'saat', 'lengkapi', 'profil', 'tidak', 'bisa', 'ya']","['knapa', 'lengkap', 'profil']","['why', 'complete', 'profile']",
"Akun saya tidak bisa login kenapa? Sudah coba berkali kali dengan nomer HP ,tapi belum dapat kode verifikasi nyaa Apakah bisa di bantu???sudah 3 hari","['akun', 'saya', 'tidak', 'bisa', 'login', 'kenapa', 'sudah', 'coba', 'berkali', 'kali', 'dengan', 'nomer', 'hp', 'tapi', 'belum', 'dapat', 'kode', 'verifikasi', 'nyaa', 'apakah', 'bisa', 'di', 'bantusudah', 'hari']","['akun', 'login', 'coba', 'kali', 'kali', 'nomer', 'hp', 'kode', 'verifikasi', 'nyaa', 'bantusudah', 'hari']","['account', 'login', 'try', 'times', 'times', 'number', 'hp', 'code', 'verification', 'it', 'Bantusah', 'day']",
sangat baik,"['sangat', 'baik']","['sangat', 'baik']",['Very good'],
Gak bisa log in!!! Sudah dicoba berulang kali dan memasukkan nomor telepon yang benar tetap tidak bisa login!! Bagaimana saya mau memesannya!,"['gak', 'bisa', 'log', 'in', 'sudah', 'dicoba', 'berulang', 'kali', 'dan', 'memasukkan', 'nomor', 'telepon', 'yang', 'benar', 'tetap', 'tidak', 'bisa', 'login', 'bagaimana', 'saya', 'mau', 'memesannya']","['gak', 'log', 'in', 'coba', 'ulang', 'kali', 'masuk', 'nomor', 'telepon', 'benar', 'tetap', 'login', 'bagaimana', 'mau', 'mes']","['no', 'log', 'in', 'try', 'repeat', 'times',' enter ',' number ',' telephone ',' right ',' still ',' login ','How ',' want ',' mes']",positif
Maxim dak do otak percuma saya jadi anggota kmu tapi sifat kau sangat buruk sama anggota mu tidak puas Sayo dengar yo,"['maxim', 'dak', 'do', 'otak', 'percuma', 'saya', 'jadi', 'anggota', 'kmu', 'tapi', 'sifat', 'kau', 'sangat', 'buruk', 'sama', 'anggota', 'mu', 'tidak', 'puas', 'sayo', 'dengar', 'yo']","['maxim', 'dak', 'do', 'otak', 'percuma', 'jadi', 'anggota', 'kmu', 'sifat', 'kau', 'sangat', 'buruk', 'sama', 'anggota', 'mu', 'puas', 'sayo', 'dengar', 'yo']","['Maxim', 'Dak', 'Do', 'Brain', 'Useful', 'So', 'Members', 'You', 'Nature', 'You', 'Very', 'Bad', ''Same ',' Member ',' Mu ',' Satisfied ',' Sayo ',' Listen ',' Yo ']",positif
Lain kali kalau sudah 1 jam menunggu gak ada yg ambil pesanan tolong kasih tombol batalkan yg bermutu agas pesasan bisa di batalkan,"['lain', 'kali', 'kalau', 'sudah', 'jam', 'menunggu', 'gak', 'ada', 'yg', 'ambil', 'pesanan', 'tolong', 'kasih', 'tombol', 'batalkan', 'yg', 'bermutu', 'agas', 'pesasan', 'bisa', 'di', 'batalkan']","['kali', 'kalau', 'jam', 'tunggu', 'gak', 'yg', 'ambil', 'pesan', 'kasih', 'tombol', 'batal', 'yg', 'mutu', 'agas', 'pesasan', 'batal']","['times',' if ',' clock ',' wait ',' no ',' that ',' take ',' message ',' love ',' button ',' canceled ',' YG ',' ','Quality ',' Agas', 'Pesasan', 'Cancel']",positif
aplikasi ga guna. banyak penipuan tp ga di tindak!!,"['aplikasi', 'ga', 'guna', 'banyak', 'penipuan', 'tp', 'ga', 'di', 'tindak']","['aplikasi', 'ga', 'banyak', 'tipu', 'tp', 'ga', 'tindak']","['application', 'no', 'many', 'tricks', 'tp', 'no', 'action']",
