processed_text,vader_sentiment
good,1.0
tiba tiba driver gk kenal asal nuduh ngejelekin padahal respon sangat sabar jelas tdk pesan mungkin salah apk nya sendiri beliau telpon sy kali kali sangat menggangu nyaman mohon pihak maxim tanggung jawab nya inti driver salah sambung nomor pdhl tdk pesan,0.0
tipu sangat gila orang susah aja sampe porotin ampe melarat kalau tipu sini ribut aja sama banyak apa tipu ladenin,0.0
good,1.0
layan sangat baik,1.0
ramah baik,1.0
upgrade malah ga akses buat order gmn min,0.0
baik,1.0
mohon evaluasi driver maxim nya minta harga tinggi buat tunggu yg sangat lama trus tumpang suruh tunggu karna driver mau jemput keluarga dulu,1.0
drivernya ramah amanah,1.0
baik,1.0
ga bs bls chat kemudi jelek bgt ah,0.0
baik terimakasih,1.0
sangat baik,1.0
paraahhh mau daftar aja susah kali ga masuk kode verifikasi nya capek nyobaknya,0.0
drivernya bagus,1.0
muas sekali trimakasih,1.0
baik,1.0
terima kasihsemoga makin bagus dalampelayanannya,1.0
dah kli kena hp pas pesan bayar rb tpi pas hp bapak malah lebihhh gimna si aplikasi,0.0
terima kasih kak maaf tunggu tadi,1.0
makasih puas d layan drivwrnya,1.0
fitur food susah minta ampun titik jual sesuai maps ubah sendiri malah customer omelin sama driver kocak cari driver lama minta ampun gak fitur cancel mau gak mau nunggu jam jam sampe tercancel otomatis pernah coba abai ganti order eh order lama nyata nyantol,0.0
jemput tepat waktudrivernya sopan ramahberhati hati dlm kendara selamat tujuanalhamdulillah,1.0
apa gw mau login kaga kode masuk samsek pdhl nomor gw udh bner,1.0
drevernya is the best,1.0
posisi driver mes gak pernah sesuai peta kendara pakai jugak gak pernah bagus bagus nya,1.0
aplikasi sampah titik jemput susah tuju cari sering error,0.0
mantap,1.0
dana kaspro gak kembali parah ud x aplly masalah bayar balas selalu sama pret dah kapok pake kaspro stop dulu d pakai ni app padahal tiap hari pergi pulang kerja pake app ni,0.0
app maxim jadi jelek banget mau order gak muat ulang terus akhir uninstal trs install ulang malah gak masuk kode verifikasi lewat sms jadul banget servernya verifikasi hrsnya lewat app wa malah sms via tlp malah tiba mati tlpnya pas angkat dong nieh cs nya maxim solusi pusat bantu gak menu app ttp hrs login dulu,0.0
driver maxim ga jujur harga aplikasi tera ribu driver minta uang lebih tumpang rb jadi gak nyaman pake maxim,1.0
baik hati abang nya,1.0
mantap,1.0
best,1.0
terima kasih pak,1.0
sangat bantu,1.0
maxim bagus kalau order makan banyak gk mau datang driver nya,1.0
sering error,0.0
ckup baik,1.0
kaspro gak jelas tangan lot minta ampun topup jam masuk jam,1.0
driver ramah,1.0
hampir tiap hari driver yg selalu minta naikin harga jadi lebih mahal padahal udah biaya aplikasi maksud kan emang pesan mobil yg l tumpang yah otomatis bisa org malah minta naikin harga kan tiiii,1.0
aplikasi gajelas udah top up e wallet buat berangkat pagi hari pas pesan driver malah nunggu hampir jam saldo ewallet potong sisa potong ga banget nih aplikasi dah ngescam,0.0
sangat bantu harga jangkau,1.0
driver sangat ramah cepat,1.0
susah banget dapet otp doang,0.0
ramah tepat waktu,1.0
bagus,1.0
keluh langgan kalau order susah driver padahal driver lokasi bnyk bngt pantesan biasa sya antar biasa sya liat pke maxim ganti belah driver yg biasa dapet lebih lokasi sendiri la malah jarang banget dapet ny jadi keluh langgan,0.0
order penuh abdul rifai motorcycle warna biru tua nopol ktbay terima kasih atas jalan rating,1.0
good,1.0
kecewa mau login gk bolehin,0.0
sbgai guna everyday maxim mohon maaf kritik drivernya kurang erti angkut tumpang siang hrs nya langsung tawar helm aja biar ga panas walaupun tuju nya ga lewat jalan raya pilih rute banyak yg muter pdhl alternatif nya yg lebih cepat tuju jauh macet,0.0
mau daptar ojek maxim,1.0
sangat baik,1.0
sangat baik,1.0
cepat aman,1.0
titik susah,0.0
alkhamdulillah puas,1.0
ribet aplikasi kota medan udah nunggu driver udah dekat tiba hilang muncul driver gitu gak pasti tunggu titik jemput sesuai yg pilih ribet pokok,0.0
mudah segala nya,1.0
baik sopan cara bawa langgan ramah,1.0
apa cari kemudi lama helm gk bagus byk minus lah klo mau cepat nambah biaya gk jelas btl,1.0
kok aplikasi tdk log in sll minta kode tp tdk masuk masuk no yg daftar aneh,0.0
heh,0.0
order penuh daud mooduto trike warna hijau nopol dmabt terima kasih atas jalan rating,1.0
sayang sekali ban maxim tahu sebab padahal kota maxim sepi ban arti customer,1.0
gajelas kali dapet maxim car dapetnya itung itungan bensin nala narik ojek resiko dong jauh boros bensin kan narik ojek bayar ga gratis,1.0
cepat baik ramah,1.0
baik,1.0
mantap orang rama,1.0
drivernya amanah terimakasih banyak,1.0
sehat slalu bng,1.0
mantap cepat,1.0
susah jarak km ga ketemu maximal jarak berapa bos,0.0
sulit dapat driver,0.0
apk lelet sinyal bagus gbisa msuk apk,1.0
lama banget buat cari mobil gk kayak grab,1.0
baik sopan terima kasih,1.0
scam cuyyy,0.0
keren,1.0
baik,1.0
mantap jaya,1.0
lebih byk ojol dr penumpangtutup daftar bos klau mau tahan,1.0
layan baik driver ramah sopan,1.0
cepat sekali ramah,1.0
sangat baik,1.0
good,1.0
topup masuk siang gak kontak cs tombol bantu gimana nasib nya,1.0
drivernya baik,1.0
bugsudah pesan makan tiba app hilang,0.0
guna maxim mohon ketat banyak order tipu mohon sekali baik order jadi sulit driver takut kena tipu,0.0
bintang dulu senang maxim tp maxim daerah sanggau kalimantan barat buat kecewa banyak kemudi liat lokasi jemput tp tdk yg aktf,1.0
order penuh elizaman natalis gea daihatsu sigra warna putih nopol bkaes terima kasih atas jalan rating,1.0
terimakasih,1.0
moga sukses selalu,1.0
pelayyaan baik,1.0
bagus,1.0
driver ramah baik sopan,1.0
terima kasih antar tuju,1.0
terimakasih layan sangat baik,1.0
good job,1.0
driver ramah baik,1.0
sangat baik,1.0
jelek bgt aplikasi udah ngisi kastro maxim wallet saldo nya tetep udah hubung bantu gaada solusi udah chat sosmed ga gubris transfer masuk arti hey,1.0
kok updeate sekaranga pas masuk kirim kode otoritas pas masuk kode otoritas kok gak malah nomor telp daftar minta restrart donk admin,0.0
sangat nyaman,1.0
baik driver lebih profesional punya etos kerja,1.0
driver tak tekan app walaupun dah kereta kereta dah jalan denda waitting fee lol,1.0
aplikasi yg kalah saing hahha,0.0
maxim driver motor n mobil alibi selalu ga punya kembali jadi kalau mesen maxim siap uang pas taik taik,1.0
mud baik,1.0
sangat puas paknya ramah,1.0
terimakasih bapak sehat selalu,1.0
gx aplikasi mesan ribet udh ngetik alamat lengkap tpi ketemu alhasil buang waktu menuhin memori,0.0
akun login yah padahal punya akun pas kasih login login bantu,1.0
keren,1.0
sumpah gak sup banget drivernya,0.0
bapak benarbenar sangat baik ramah,1.0
terima kasih banyak sopir nya ramah,1.0
semua driver maxim bawa motor ugalan polisi tidur d hantem bahaya bngt suka nyalip bkin bahaya tumpang,0.0
harga paling murah banding lurus layan driver yg ada naik mobil ac mati naik motor jaket nya kumal saran syakasi list harga driver premium jd gpp la nambah dikit asal fasilitas kurang lebih aplikasi tetangga kasi pilih tumpang mau ambil driver yg mana sesuai layan driver dgn driver semangat utk saing untk meningkatkn kualitas layan usaha mau kembang punya inovasi lebih baik dr usaha belah,1.0
bpk nya sangat baik,1.0
orang nya baik enak ajak ngobrol,1.0
trima kasih,1.0
uang endap rb lebih guna pemberitahuan dana blokir gimana solusi new info sekarang guna terima kasih maxim,1.0
drivernya ga bagus hampir bawa jauh tuju padahal dimapsnya suruh puter balik driver maxim malah kekeh mau lurus untung tau jalan jadi ga gampang tipuk maaf pak kali kerja bener jgn bawa kabur anak org buat nyasar anak org kasi yg gatau jalan nnti malah tipu sma driver maxim,1.0
kebnyakan cari driver laksana jauh titik jemput malah driver kadang titik antar lah aplikasi peak persetan driver prioritas,0.0
sangat senang nyaman,1.0
driver nya siapa yg jemput siapa gak bikin nyaman mudah kan laku tindak kriminal,1.0
kali kali bikin kesel sama apk gk sinkron enak batalin pesan maps gk jelas hapus aja bikin emoti,1.0
gak guna titik driver maps nya ngaco langgan setia maxim mending sekarang alih ijo gogrb indriv lebih deket lebih akurat maps nya gak kaya si kuning bisa ngambang aja kali,1.0
driver nya ngga ramah ngga sopan,0.0
aplikasi suka eror sy pesan mknn kali masa yg dtg driver gilaa bkn cm sekali tp sering kl mau cancel jg ga bisaaa,0.0
baik,1.0
driver ramah tepat waktu mobil nya bersih,1.0
senang sekali ad aplikasi maxim sangat bantu drivernya sangat baik ramah n cepat mksh,1.0
semangat,1.0
good,1.0
maps nya banyak terterasaya bekunjung daerah orang suka sesat,1.0
kaspro parah lama sekali top up jam malam sampe sore hari ikut masuk,1.0
nyobain non tunai pake kaspro harga malah ubah naik tiba padahal biasa tunai malah lebih murah jadi kapok make enak ngerubah harga tengah order,1.0
hati hati sama maxim gua order delivery bayar cash paket uang gua bawa kabur sama drivernya payah nih bad lah aplikasi,0.0
nyesal gunain fitur ewallet kaspro maxim gede sekali potong adminnya cukup pertama akhir deh pakai top up ewalletnya,0.0
sumpah maps maxim ga jelas jadi driver sm tumpang ribut krn maps nya ga sesuai,0.0
usaha orang kantor maxim khusus kayuringin bekas lebih baik ganti semua operator nya sdm nya rendah punya attitude orang buat cacat nama maxim mohon tinjau lebih baik,1.0
ko tiba maxim keluar sendiri minta masukin minta code ulang masukin nomer hp code ga masuk kaya gin udah minggu,1.0
gk usah order makan sini driver nya gk mau ngerima orederan sini,0.0
bagus,1.0
jelek banget aplikasi pas daftar sms kode gak masuk gilir telpon angkat mati langsung gak masuk aneh bgt aplikasi burikkkk,0.0
padahal dri maxim sendiri yg ngga dpt driver tp lok maxim walletku dah kurang aja saldo balik,0.0
baik,1.0
mohon dong min drivernya ga ramah sekalisaya masjid mahabatullah polda jambi pesan nya car orang kata ga kalo orang kata kalo mau nambah rb harga asli rb mohon dong min baik ramah driver waktu bandara masjid mahabatullah pesan car orang beda tuh orang terimakasih,1.0
aplikasi sering ganggu kesel kadang mending pindah keseblah yg ijo,0.0
login susah lebih dr x malah ga aplikasi ga bagus log in aja sulit mending si ijo dr pda,0.0
jelek,0.0
sesuai bayar sama aplikasi,0.0
mantap,1.0
ramahmenggemudi dgn baik tumpang lebih santai,1.0
plat bm llj paksa terima order nya padahal yg mesan order nyasar driver ngotot hati hati aj sm driver plat atas,0.0
order box banyak sopir g jujur sen mobiltukang angkat malah g mw angkat,1.0
kasihan daifernya ongkos tllu murah baru potong nya,0.0
kurir baik,1.0
baik,1.0
gila beberapa kali mau bikin akun susah pake banget minta kode virifikasi hp baik,0.0
nice,1.0
driver buta map tolol engga baca lokasi lama sampenya driver toxic kasar nambah darah tinggi mes drivernya kurang cekat kompeten menghadapai guna minim mending kalo kalian engga bikin aplikasi nyaman guna mending hapus aja aplikasi playstore mending grab maxim isi driver buta map semua udah mah kemanamana fitur bikin bingung lapor percuma mending kalian tutup aja aplikasi,0.0
sering eror bug baik kalo urgent suka eror,1.0
maxim malah jadi kek kntl bikin bingung pas mau pesan go carada tri lah gubernur apa gjls kek perintah taik,0.0
drivernya amanah ramah langgan suka,1.0
sangatsangat buruk aplikasi mesan makan aja nyari driver nya lama banget padahal titik driver lah jauh titik jemput baik aplikasi mau perbaikin tutup aplikasi ini,0.0
drivernya mohon bimbing,1.0
gimana sih cara mau ngelapor driver yg kurang ajar,1.0
makasih bank,1.0
bagus,1.0
lama sekali cari yg mau terima order padahal nya banyak ojek maxim nya ga yg mau terima udah kali begini padahal butuh nya cuaca bagus ga mau terima order kecewa sekali coba pihak maxim lebih teliti cari orang yg benar tanggung jawab,1.0
playanan baik,1.0
kemudi d sni selalu minus ga yg bagus mud,1.0
sangat respon terimakasih,1.0
driver sangat ramah,1.0
kurang ramah driver nya,1.0
ga jelas masa alamat rumah tempat tinggal ku ga tera auto uninstall,0.0
bagus,1.0
good jobb,1.0
parah baik aplikasi pesan naik drivernya tuju tuju beberapa menit kemudian buka hp tiba tiba mes driver padahal ga mes buat cekcok tumpang driver,0.0
bagus cepat,1.0
baik map n bro,1.0
aplikasi tolol gua mau order login dulu waktu login aja ga udah ganti nomer kali satu ga notifikasi sms buat ngirim kode otp nya bener aplikasi sampah nih gimana driver mau sejahtera aplikasi customer susah login jadi ga yg mau gunain maxim kan,0.0
maaf maxim layan kaspro non tunai maxim sangat buruk top up dana langsung masuk jarus nunggu beberapa jam bahkan x jam dana masuk ewalletnya yaa tingkat layananya kalau memang mau pakai ewallet jangan tengah begini jadi fokus pihak maxim tingkat layan utama bayar non tunai,0.0
mohon maaf,1.0
plis tambahin syarat wajib punya jas hujan driver motor,1.0
sangat baik,1.0
trimakasih layan sehat sekalu,1.0
sangat baik,1.0
terimakasih,1.0
order penuh m fadol motorcycle warna merah nopol rzl terima kasih atas jalan rating,1.0
bagus cepat,1.0
semenjak update apk nya trus pilih harga mud ramah kalo cust ngambil harga yg murahh udh hari belakang sen aja yg bikin kesel gk kasih helm pas ngojek siang hari yg sering minta dibatalin sadar diri kok gk bakal ngasihh ongkos pas lebihin,1.0
tarif kasih kaga kasih kembali njir mana ga konfirmasi sama sekali pake fitur anter obat aja nunggunya jam waktu tunggu paling lama tuh menit kacau dah mana map kaga update pusing kalo mau make,1.0
udah topup saldo gak dipakek percuma banget ubah sndiri bayar nyesel banget dehh,0.0
bapak nya sangat baik ramah,1.0
mantap jiwa,1.0
bintang dulu beberapa kali order tarif naik catat waktu tunggu pdhal bgtu driver langsung temu tdk tunggu lama yg jujur dong jgn suka naikin traif enak,1.0
sangat bagus,1.0
aplikasi nya bagus driver ny kurang ramah tentu harga sendiri cendrung mahal harga yg sesuai aplikasi mahal lipat ganda,1.0
layan kurang ramah,1.0
sangat puas kawan,1.0
pas order server down mau chat gak,1.0
drivernya cape anyeb banget akun taxsee ga ubah dulu nyiksa orang aja,0.0
terima kasih antar tuju,1.0
driver sering kesasar map lengkap fitur tambah foto chat driver,0.0
makasih kk,1.0
apk murah eror terus,0.0
ramah antusias,1.0
apk susah masukin no hp kode otp kirim kirim,0.0
error apl,0.0
isi kaspro bayar nontunai saldo bank potong ga masuk wallet gilir pesan wallet minus sesuai terif tetap bayar tunai,0.0
soban baik layan nya,1.0
drivernya lebih beri latih enak sama costumer udah ramah jawab ketus korupsi ongkos hina customer kata layak,1.0
bagus ramah tamah layan nya cukup muas sekali,1.0
layan baik ramah,1.0
mantap layan abang nya,1.0
susah bngt mau login g kasih kode loginnya gj maxim,1.0
banyak driver amanah kirim barang sering kurang ilang,0.0
kalau ngatar orang sabar gak usah marah kamu layan bukan layan,0.0
mantap,1.0
cepat aman,1.0
alih alih ngomong buat dapet saldo padahal mah cuman potong credit pakai,1.0
baik,1.0
jemput cpt driver ramah bagus pokok yaa,1.0
bagus abang nya,1.0
ramah,1.0
layan ramah bagus murah tetap maksimal,1.0
ramah,1.0
mantap,1.0
bayar selalu ga sesuai harga awal,0.0
hujan deres msh mau terima orderanmakasi,1.0
pesan maxim bayar lalu kaspro driver guna kaspro kata inti jadi bayar x lipat tunai kaspro sangat bintang,0.0
sngat baik,1.0
mantap,1.0
good,1.0
ramah,1.0
gojek baik ramah,1.0
makasih pak,1.0
maxim payah skrg pesan ojek dpt drivernya jauh pdhal banyak driver jadi lama tunggu baik sistem nya arau banyak konsumen alih aplikasi,0.0
nyamann banar ai,1.0
kecewa sayasaya tunggu jemput driver malah bayar nunggu hampir satu jam malh nak biaya mending klo minta tunggu jemput blom malah suruh bayar langgan kasih kopetitas soal tunggu driver hampir satu jam,0.0
keren,1.0
kalau siap bikin ewallet ga usah soksokan bikin udah masuk lama potong gede banget ngisi masuk cuma mending pakai mau order selalu otomatis ubah tunai kata dana bagi terblokirterus uang dikemanain emang gampang nyari duit apamana komplain susah banget ga respon parah maxim beda banget sama grab hitung detik keluh direspon baik,0.0
sangat bagus,1.0
murah sih tp bbrpa driver tdk profesional sdh nunggu lama tau main cancel drivernya,0.0
good job,1.0
aplikasij idiott susah mau login anj,0.0
bagus sekali,1.0
aplikasi jelek map benar,0.0
bagus banget,1.0
anda bayar pake dana link aja lebih banyak costumer,0.0
supir sangat ramah,1.0
sering driver cancel driver mobil kurang ramah driver motor sering banyak bicara sopan tanya pribadi customer,1.0
good job pak,1.0
good,1.0
mantap,1.0
oke sih,1.0
bagus,1.0
ramah,1.0
ga bagus layan nya,1.0
login aja susah bgt kode segala,0.0
puas,1.0
ramah dn sopan,1.0
pemrosesan order lama banyak driver cancel padahal rute sangat dekat bawah km,0.0
baik,1.0
very good,1.0
baik,1.0
admin beri respon menelfon minta login ulang kata mau kirim kode verifikasi coba login ulang kali minggu tetap terima kode verifikasi aplikasi maxim sangay susah login aplikasi baik,1.0
kalo ganggu susah minta ampun gua telat gegara lo fak,0.0
map kotak kotak doang kocak,1.0
sangat buruk dik dikit erorpadahal udah login keluar sendiri mau login lg eror terus burk,0.0
layan oke ramah,1.0
alamat ga lengkap banyak ga baik dong maximmmm,0.0
apk buruk,0.0
mantap,1.0
sering ganggu,0.0
layan driver sangat ramah ngasih order marah marah ga jelas ngedumel bilang nya udah nunggu satu jam panas pdhl menit yg lalu orang rumah keluar ga siapasiapa ngasih order ga benerr suruh ambil sendiri tanah bilang order cukup berat maksud apa ngatain customer bikin sakit hatiplis lah perbaikin attitude driver nya udah x loh giniiiii apa emng driver maxim gin semuaaa,0.0
driver mobil hampir semua pesan sombong bahasa kasar pernah diturunin pinggir jalan,0.0
motor bersih rapi bagus cepat on time perfect lah,1.0
baik,1.0
top up wallet ga bawa cash pas order tau ganti tunai otomatis mau ga mau mesti cari atm jalan jadi mau tarik dana ribet mesti download aplikasi udh saldo endap mesti bayar cash jadi rugi,0.0
sangat baik,1.0
baik ramah drivernya,1.0
semangat pak doa baik buat bapak,1.0
terima kasih maxim yg bantu lancar transportasi gianyer bal thanx full,1.0
sangat bagus,1.0
terima kasih antri sampe tuju,1.0
apl tb logout minta otp tdk muncul,0.0
baik,1.0
maksim buat bayar non tunai lah biar gak tumpang korupsiin harga rb bilang wo ayo maxim in transaksi gopay gua ngisi saldo gopay lewat crom rb malah masuk maxsim driver gimana rugi dong makanya adain transaksi gopay,0.0
burik sekali mapsnya apk suram,0.0
mapsnya gak perbaikanpadahal keluh banyak masuk slow respon,0.0
cari drever mudah tepat waktu tingkat terus,1.0
peta sangat payah sekali kota pandaan ngga jelas gak pkai google maps kayak gojek grab shopee aci aja peta jauh lebih bagus maxim,0.0
tentu titik jemput nya sulit temu lokasi akurat,0.0
banyak alamat yg cari suka gx ketemu yah mohon bantuannyah,1.0
baik,1.0
bagus gk kalah yg,0.0
driver online banyak gak atributmotor gak sesuai aplikasi woi min seleksi tu driver loojol kayak opang,1.0
layan nya sgt bagus,1.0
baru aja isi ewallet maxim ga muncul saldo alhasil uang k habis ga percuma top up malah begini hangus uang k mohon kembali uang k percuma top up sini saldo ga tambah malah uang hilang,1.0
good,1.0
baik,1.0
buruk cara login ribett,0.0
baik,1.0
om nya sangat ramah,1.0
aplikasi sempurna maps sesuai banyak kurang,1.0
mantap tingkat jangkau,1.0
baik,1.0
sangat bantu,1.0
jalan nyaman tuju,1.0
mantap,1.0
maxim maxim kasih titik yg jelas dong gimna mau banyak minat kalo ngasih titik blom jelas,1.0
ramah drivernya,1.0
baguspelayanannya bagus,1.0
bawa kendara nyaman,1.0
drivernya baik banget,1.0
daerah sambas driver nya malas ambil order gak guna maxim sini,0.0
layan driver jelek,0.0
nomor blok padahal mau verif ga nyata masuk kode otpnya wa sekarang mau benerin malah udah ndak dibenerin pihak maxim nomer blok unblok diapain mau sen maxim ndak,0.0
driver banyak harga affordable sukses terus maxim,1.0
keren,1.0
selamat tuju,1.0
bagus cepat,1.0
ngak batal order makan jaring lag pes x,0.0
kasih bintang msh minusny,1.0
terimakasih anter sesuai alamat,1.0
mapsnya gak jelas beda sama gojek grab afiliasi gmaps,0.0
parah mesen udh jam lebih driver gk da yg datang sering nya tolak driver,0.0
sangat ramah sopan tumpang,1.0
mohon platform baik sering jadi driver nakal rebut order driver customer rasa rugi krn driver dicancel malah marah costumer,0.0
aman nyaman ramah,1.0
maintenance server lama jaring bagus ga buka,1.0
sangat baik sopan,1.0
nunggu nya lama konfirmasi aja terus kali gagal mulu,0.0
ramah sopan,1.0
trimakasih bnyk atas kerja smanya yg baik jg cekat smoga berkah barokah buat smua good job,1.0
payah dlam gpsmap klik nama jalan mlah kata gk daftar beda sama gojek kecewa,0.0
buat apa kasih potong harga aplikasi buyer tetep suruh bayar sesuai yg hp driver,1.0
bagus aplikasi maxim nya,1.0
sangat baik pelayananya,1.0
baik,1.0
terima order nya jauh kasi,1.0
sadar diri lah tumpang pesan car udah ac kasih nya uang pas kadang rb pas parah gk ngotak harga,1.0
ramah,1.0
drever mantap ramahcepat tanggap,1.0
mantap,1.0
baik sekali paling ramah,1.0
oke,1.0
tarif aku murah gak bayar pakai non tunai buat kesel order masuk respon driver baik gera maupun chat buat terlalu lama tunggu lambat kerja,0.0
maxim expired nyari driver mau terima pesan lama sekali,1.0
puas,1.0
mantep layan bagus harga jangkau driver ramah pas buat warga indonesia,1.0
hahahahaha gara titik koordinat ga pas gua sampe debat ama driver maxim nya baik cepat uninstall,1.0
lumyan bagus,1.0
good,1.0
login akun udah minggu entah apa padahal udah hapus terus instal tetep gak masuk,0.0
baik ramah,1.0
sangat baik,1.0
sangat baik,1.0
sngatt baikk,1.0
makasih paksehat selalu,1.0
parah ga login,0.0
nyaman ramah,1.0
g guna aplikasi eror,0.0
bagus layan nya,1.0
good,1.0
alhamdulillahpertama kali pakai langsung puas insya allah selalu pakai,1.0
makin sering langgan malah beda aplikasi nama orang plat motor motor suka sulit tdk punya uang kecil driver tdk pernah sigap bawa uang kembali tumpang singgah tukar uang not recommended,0.0
mau tanya cara lihat histori order maxim bagaimana kak ko aplikasi gakbisa nampilin history yah barangsaya tinggal mobil soal driver atasnama harun orang wonotunggal wates batang jawa tengah,1.0
meski tarif hemat murah luar nurul driver tetep ramah layan konsumen,1.0
apk nya sangat bantu,1.0
good people,1.0
ramah baik,1.0
kasihan driver nya jauh jauh lokasi jemput baik aplikasi nya lebih bagus naik tarif driver,1.0
harga pesan harga akhir bayar beda x lipat payah alas waktu pesan lama,0.0
ramah,1.0
wallet kaspro sangat sayang guna atas rp beda dg ovo grab gopay,1.0
aq suka cara kerja sat set,1.0
bagus,1.0
baik sangat,1.0
ni ku edit krna update pas cekehh map gk updatemau sampe kapan,0.0
sangat baik,1.0
baik bantu banget,1.0
min gimana siidisuruh login buat dapetin kode ga kirim kirim kode nya,1.0
baik,1.0
bagus,1.0
oke murah bgt,1.0
moga pihak aplikasi beri bonus buat drivernya,1.0
baik,1.0
susah cari driver,0.0
mantap mas paling ramah panjang jalan salam kenal,1.0
tarif tiba berubahdr rb jadi ribudriver gak sopangak ramahsaya suruh nambah ongkos parkir rb padahal tulis gate parkir rb,1.0
trima kasih om,1.0
lah kalo driver jangan suka gak pernah kembali mana tambah kalo jalan suka gak tau arah,1.0
pto ghoib sering order tembak ga hukum laku buat ngelakuin order fiktif murah doang aplikasi sama aja murah taik,0.0
kecewa bngt,0.0
baik,1.0
driver ramah,1.0
rama baik sipp lh inti,1.0
minimal update map nya nyusahin doang nyari nyari lokasi yg ga sedia,0.0
tarif ongkos tibatiba ubah naik mau turun untung aja bawa uang lebih,1.0
layan baik ramah,1.0
nyesel pake maksim ga kasih kembali malah uang suruh beli cilok kan jadi ga sesuai rencana duit jadi habis beli cilok padahal mau gua tabung,0.0
makin lama makin ga jelas aplikasi nya,0.0
halo admin apk nya apdet biar cs mudah cari titi tuju sam titik jemputdi karnakan drivernya sangat kesulitanjika cs salah buat titk jemputdi laranakancs susah cari map titik nya g temu,0.0
nyetir nya bagus kendara,1.0
mf suka sama aplikasi cuma kecwa sama driver sama keluarga turunin tengah jalan karna ngelewatin jalan jelek padahal lewat jalan jelek cuma aja ga bayak alas takut mobil lecetpadahal waktu tmn driver lewat biasa aja lewatin jalan sangat kecewa klw ga mau jadi driver takut mobil lecet mending ga usah kerja simpen aja garasi mobil mana pasas mobil ga ac parah driver daerah sukabumi,0.0
sangat baik,1.0
dear team maxim dong drivernya diajarin attitude ngapain rumah customer ngadu perkara cuma cancel gak urus sama orang rumah biar apa coba,1.0
layan driver kota padang sumatra barat kurang bagus masa iya mesan goofod tadi ngak yg mau terima malah cuekin trus cuekin trus bagus engak usah aja maxim pakai goofud,1.0
makin gak jelas aja,0.0
mantap,1.0
sangat bantu poko maxim the best lah,1.0
aplikasi jelas daftar terus,1.0
drivernya ramah,1.0
baik,1.0
bagus,1.0
lama buat beli makan kira smua orang order food tipu segitu takut nya sampe gada rasa percaya sama customer padahal akun bagus ga aneh aneh se parno driver driver maxim mau jakarta ato bogor gada beda nya bahkan sampe niat lapar ilang nunggu order,0.0
maxim knpa kok ganggu gak masuk aplikasi,0.0
mantap,1.0
terima kasih,1.0
selalu eror masuk menu baik,1.0
sekarang driver susah banget udah naik harga tpi tetap susah dpt driver,0.0
maxim payahh gada fitur drivernya fitur telfon gaada bad,0.0
bagus,1.0
sangat bantu,1.0
applikasi rusak akun selalu keluar sendiri diapain malah keluar orang mau kerja jadi susah aneh hp semua kayak,0.0
baik,1.0
aplikasi tiba gak buka padahal lg bener butuh maxim tp pagi aplikasi gak buka sy ketik barangkali butuh update tp nyata kecewa,0.0
benah cara kerja driver yg sesuai sop pakai identitas maxim driver bayar sesuai dg alas kembali pakai celana pendek kemudi ugal ugalan,0.0
deiver sangat buruk profesional,0.0
mantap,1.0
bagus banget drever,1.0
bohong apk nya jgn mau,0.0
good,1.0
mantap,1.0
ramah baik sopan,1.0
driver loh noh nyenggol motor bawa krupuk malah minta ganti rugi rb,0.0
mantap,1.0
mantap,1.0
first time nyobain naik maxim layan lumayan baik bantu sama opsional dg titik jemput arah alamat jadi ga perlu kwatir nyasar pasti harga jangkau,1.0
mau ambil order,1.0
maxim tu mud yg ngerti yg ga ngerti heran mreka ojek tp mreka gatau jalan pdahal udh sesuai maps nunjukin jalannlewat chat lama buanget dtgnya mnurut harus sesi daftar dlu kantor pusat yg mau jd driver maxim tu jd ga sembarang org stres ikut masuk masuk aja bahaya mesen yg buat baranggada yg mau ambil ambil sih tp luamaa bgt bisa isi bensin dlu lah makan dlu lah maaf bgt bknya gabole tp mikir,0.0
nice driver,1.0
gausah narik bapak plat nomor b pdd udah ngelanggar atur lalu lintas masuk jalur sepeda banting sepeda orang sampe rusak bilang sama drivernya udah bapak tua bangka mikir enak kasi kerjaaan malah langgar,0.0
good,1.0
banyak driver yg khusus pekanbaru judes gk ramah,1.0
sangat baik,1.0
gak ngotak customer pagi pagi siang sore malam udah harga murah lo murahin rumah gedong elit koret gaya elit ekonomi sulit lo brengsek mau murah naik odong odong aja,0.0
aplikasi maxim bilang kok jadi sih aneh minta rp terus aja bentak alamat nya udh bener kok salahin napa dah bapak nya dihh kesel bilang mahmud jauh maksa nurunin pakai padahal lokasi jauh map hp hp langsung liat aja bener nyata jauh mama ku ngomel adu mulut kakak aku mamah aku adu mulut sama bapak nya bapak nya kasar kesel gamau sen maxim bapak nama bapak suardi lubis,0.0
kemudi mengendarinya baru ajar mobil jalan nya gas rem gas rem hampir tabrak anak bentur jok mobil keponakan bentur dasbor sakit area perut bagi samping kanan kiri semua kemudi baru alami,0.0
driver ramah,1.0
bagus,1.0
selamat pagi kak kmrn tgl jam ansaya isi bensin spbu batuaji ngantri tibatiba mobil maxim warna hitam no pol bp depan mundur nabrak halang bemper penyok omongin baik eh malah gk ngaku gk minta maaf gk ganti rugi apa gk lulus nyetir pura bodoh lari tgg jwb dicross chek sopir balas buat,0.0
